formula,target,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
Cs2Na1Y1F6,1.0,9,55,46,21.4,16.96,9,2,93,91,58.2,41.76,93,18.9984032,132.9054519,113.9070487,49.169694228,41.4415342232,18.9984032,53.5,1799.0,1745.5,309.405,310.212,53.5,1,17,16,10.8,7.44,17,2,6,4,3.2,1.48,2,57,244,187,118.6,73.92,57,0.79,3.98,3.19,2.761,1.4628,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,1,1,0.1,0.18,0,0,0,0,0.0,0.0,0,1,7,6,4.8,2.64,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,9,9,0.9,1.62,0,0,0,0,0.0,0.0,0,1,9,8,1.8,1.44,1,9.7075,115.765,106.0575,35.13833333333,32.250666666668,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,97.1,98.52,15
K2Na1Sc1F6,16.0,9,21,12,12.4,4.36,9,2,93,91,57.7,42.36,93,18.9984032,44.955912,25.9575088,26.013270048,9.0225403712,18.9984032,53.5,1814.0,1760.5,317.893,317.2716,53.5,1,17,16,10.8,7.44,17,2,4,2,2.7,0.84,2,57,203,146,108.4,61.68,57,0.82,3.98,3.16,2.781,1.4388,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,1,1,0.1,0.18,0,0,0,0,0.0,0.0,0,1,7,6,4.8,2.64,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,9,9,0.9,1.62,0,0,0,0,0.0,0.0,0,1,9,8,1.8,1.44,1,9.7075,73.1066666667,63.3991666667,25.59366666667,19.735133333338,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,6.35e-06,6.35e-06,6.35e-07,1.143e-06,0,15,229,214,97.1,98.52,15
Cs2Na1Sc1F6,19.0,9,55,46,19.6,14.44,9,2,93,91,58.1,41.88,93,18.9984032,132.9054519,113.9070487,44.774700428,35.2885429032,18.9984032,53.5,1814.0,1760.5,310.905,312.612,53.5,1,17,16,10.8,7.44,17,2,6,4,3.1,1.34,2,57,244,187,116.6,71.52,57,0.79,3.98,3.19,2.775,1.446,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,1,1,0.1,0.18,0,0,0,0,0.0,0.0,0,1,7,6,4.8,2.64,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,9,9,0.9,1.62,0,0,0,0,0.0,0.0,0,1,9,8,1.8,1.44,1,9.7075,115.765,106.0575,34.12533333333,32.655866666668,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,6.35e-06,6.35e-06,6.35e-07,1.143e-06,0,15,229,214,97.1,98.52,15
K2Na1Y1F6,54.0,9,39,30,14.2,6.88,9,2,93,91,57.8,42.24,93,18.9984032,88.90585,69.9074468,30.408263848,15.1755316912,18.9984032,53.5,1799.0,1745.5,316.393,315.4716,53.5,1,17,16,10.8,7.44,17,2,5,3,2.8,0.96,2,57,203,146,110.4,64.08,57,0.82,3.98,3.16,2.767,1.4556,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,1,1,0.1,0.18,0,0,0,0,0.0,0.0,0,1,7,6,4.8,2.64,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,9,9,0.9,1.62,0,0,0,0,0.0,0.0,0,1,9,8,1.8,1.44,1,9.7075,73.1066666667,63.3991666667,26.60666666667,20.279000000004,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,97.1,98.52,15
K1Rb2Sc1F6,20.0,9,37,28,16.8,9.36,9,3,93,90,58.0,42.0,93,18.9984032,85.4678,66.4693968,36.89802312,21.479543904,18.9984032,53.5,1814.0,1760.5,309.645,307.374,53.5,1,17,16,10.8,7.44,17,2,5,3,3.0,1.2,2,57,220,163,115.5,70.2,57,0.82,3.98,3.16,2.77,1.452,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,1,1,0.1,0.18,0,0,0,0,0.0,0.0,0,1,7,6,4.8,2.64,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,9,9,0.9,1.62,0,0,0,0,0.0,0.0,0,1,9,8,1.8,1.44,1,9.7075,90.7225,81.015,33.50316666667,30.808433333338,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,6.35e-06,6.35e-06,6.35e-07,1.143e-06,0,15,229,214,97.1,98.52,15
K2Li1Al1F6,51.0,3,19,16,10.8,3.72,9,1,93,92,63.8,36.88,93,6.941,39.0983,32.1573,22.61095578,7.469054252,18.9984032,53.5,933.47,879.97,238.122,221.5464,53.5,1,17,16,11.8,6.48,17,2,4,2,2.5,0.7,2,57,203,146,99.7,51.24,57,0.82,3.98,3.16,2.811,1.4028,3.98,1,2,1,1.7,0.42,2,0,5,5,3.1,2.28,5,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,1,7,6,4.8,2.64,7,0,1,1,0.3,0.42,0,0,5,5,1.1,0.78,1,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,1,5,4,1.4,0.72,1,9.7075,73.1066666667,63.3991666667,23.75316666667,19.741400000012,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,100.2,102.24,15
K2Na1Al1F6,52.0,9,19,10,11.6,3.24,9,2,93,91,63.9,36.74,93,18.9984032,39.0983,20.0998968,24.215832708,6.5061280952,18.9984032,53.5,933.47,879.97,229.84,211.608,53.5,1,17,16,11.8,6.48,17,2,4,2,2.6,0.72,2,57,203,146,103.5,55.8,57,0.82,3.98,3.16,2.806,1.4088,3.98,1,2,1,1.7,0.42,2,0,5,5,3.1,2.28,5,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,1,7,6,4.8,2.64,7,0,1,1,0.3,0.42,0,0,5,5,1.1,0.78,1,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,1,5,4,1.4,0.72,1,9.7075,73.1066666667,63.3991666667,25.01816666667,20.080433333338,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,100.2,102.24,15
K1Rb2Ti1F6,30.0,9,37,28,16.9,9.48,9,3,93,90,61.2,38.16,93,18.9984032,85.4678,66.4693968,37.18913192,21.828874464,18.9984032,53.5,1941.0,1887.5,322.345,326.568,53.5,1,17,16,10.9,7.32,17,2,5,3,3.0,1.2,2,57,220,163,114.5,69.0,57,0.82,3.98,3.16,2.788,1.4304,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,2,2,0.2,0.36,0,0,0,0,0.0,0.0,0,1,7,6,4.9,2.52,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,8,8,0.8,1.44,0,0,0,0,0.0,0.0,0,1,8,7,1.7,1.26,1,9.7075,90.7225,81.015,32.94866666667,31.141133333338,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,2.25333333333e-05,2.25333333333e-05,2.25333333333e-06,4.055999999994e-06,0,15,229,214,97.1,98.52,15
Rb2Na1Cr1F6,36.0,9,37,28,16.3,9.82,9,2,93,91,61.7,37.56,93,18.9984032,85.4678,66.4693968,35.991188848,22.9916266912,18.9984032,53.5,2180.0,2126.5,349.679,370.3024,53.5,1,17,16,11.1,7.08,17,2,5,3,2.9,1.08,2,57,220,163,108.7,62.04,57,0.82,3.98,3.16,2.811,1.4028,3.98,1,2,1,1.6,0.48,2,0,5,5,3.0,2.4,5,0,5,5,0.5,0.9,0,0,0,0,0.0,0.0,0,1,7,6,5.1,2.46,7,0,1,1,0.4,0.48,0,0,1,1,0.6,0.48,1,0,5,5,0.5,0.9,0,0,0,0,0.0,0.0,0,1,6,5,1.5,0.9,1,9.7075,90.7225,81.015,28.01233333333,25.330266666662,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,100.6,102.72,15
Cs2K1Cr1F6,25.0,9,55,46,20.7,14.38,9,3,93,90,62.0,37.2,93,18.9984032,132.9054519,113.9070487,47.0895723,35.30765738,18.9984032,53.5,2180.0,2126.5,344.071,367.1858,53.5,1,17,16,11.1,7.08,17,2,6,4,3.2,1.44,2,57,244,187,117.2,72.24,57,0.79,3.98,3.19,2.794,1.4232,3.98,1,2,1,1.6,0.48,2,0,5,5,3.0,2.4,5,0,5,5,0.5,0.9,0,0,0,0,0.0,0.0,0,1,7,6,5.1,2.46,7,0,1,1,0.4,0.48,0,0,1,1,0.6,0.48,1,0,5,5,0.5,0.9,0,0,0,0,0.0,0.0,0,1,6,5,1.5,0.9,1,9.7075,115.765,106.0575,37.40716666667,38.483033333338,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,100.6,102.72,15
Rb2Na1V1F6,52.0,9,37,28,16.2,9.68,9,2,93,91,61.4,37.92,93,18.9984032,85.4678,66.4693968,35.885728848,22.8439826912,18.9984032,53.5,2183.0,2129.5,349.979,370.7824,53.5,1,17,16,11.0,7.2,17,2,5,3,2.9,1.08,2,57,220,163,110.1,63.72,57,0.82,3.98,3.16,2.808,1.4064,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,3,3,0.3,0.54,0,0,0,0,0.0,0.0,0,1,7,6,5.0,2.4,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,7,7,0.7,1.26,0,0,0,0,0.0,0.0,0,1,7,6,1.6,1.08,1,9.7075,90.7225,81.015,28.19433333333,25.221066666662,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,100.6,102.72,15
K1Rb2Ga1F6,15.0,9,37,28,17.8,10.56,9,3,93,90,64.3,36.38,93,18.9984032,85.4678,66.4693968,39.37473192,24.506880848,18.9984032,53.5,336.53,283.03,158.536,126.0432,53.5,1,17,16,11.8,6.48,17,2,5,3,3.0,1.2,2,57,220,163,110.7,64.44,57,0.82,3.98,3.16,2.815,1.398,3.98,1,2,1,1.7,0.42,2,0,5,5,3.1,2.28,5,0,10,10,1.0,1.8,0,0,0,0,0.0,0.0,0,1,13,12,5.8,2.88,7,0,1,1,0.3,0.42,0,0,5,5,1.1,0.78,1,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,1,5,4,1.4,0.72,1,9.7075,90.7225,81.015,33.16541666667,31.011083333338,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,84.1,86.94,15
Cs2K1Mo1F6,74.0,9,55,46,22.5,16.9,9,3,93,90,62.1,37.08,93,18.9984032,132.9054519,113.9070487,51.4859623,41.46260338,18.9984032,53.5,2896.0,2842.5,415.671,496.0658,53.5,1,17,16,11.1,7.08,17,2,6,4,3.3,1.56,2,57,244,187,118.7,74.04,57,0.79,3.98,3.19,2.844,1.3632,3.98,1,2,1,1.6,0.48,2,0,5,5,3.0,2.4,5,0,5,5,0.5,0.9,0,0,0,0,0.0,0.0,0,1,7,6,5.1,2.46,7,0,1,1,0.4,0.48,0,0,1,1,0.6,0.48,1,0,5,5,0.5,0.9,0,0,0,0,0.0,0.0,0,1,6,5,1.5,0.9,1,9.7075,115.765,106.0575,37.85716666667,38.213033333338,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,100.6,102.72,15
Rb2Na1Mo1F6,37.0,9,42,33,18.1,12.34,9,2,93,91,61.8,37.44,93,18.9984032,95.96,76.9615968,40.387578848,29.1465726912,18.9984032,53.5,2896.0,2842.5,421.279,494.9442,53.5,1,17,16,11.1,7.08,17,2,5,3,3.0,1.2,2,57,220,163,110.2,63.84,57,0.82,3.98,3.16,2.861,1.3428,3.98,1,2,1,1.6,0.48,2,0,5,5,3.0,2.4,5,0,5,5,0.5,0.9,0,0,0,0,0.0,0.0,0,1,7,6,5.1,2.46,7,0,1,1,0.4,0.48,0,0,1,1,0.6,0.48,1,0,5,5,0.5,0.9,0,0,0,0,0.0,0.0,0,1,6,5,1.5,0.9,1,9.7075,90.7225,81.015,28.46233333333,25.060266666662,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,100.6,102.72,15
K2Na1Mo1F6,81.0,9,42,33,14.5,7.3,9,2,93,91,61.6,37.68,93,18.9984032,95.96,76.9615968,31.113678848,16.1631126912,18.9984032,53.5,2896.0,2842.5,426.093,493.9814,53.5,1,17,16,11.1,7.08,17,2,5,3,2.8,0.96,2,57,203,146,106.8,59.76,57,0.82,3.98,3.16,2.861,1.3428,3.98,1,2,1,1.6,0.48,2,0,5,5,3.0,2.4,5,0,5,5,0.5,0.9,0,0,0,0,0.0,0.0,0,1,7,6,5.1,2.46,7,0,1,1,0.4,0.48,0,0,1,1,0.6,0.48,1,0,5,5,0.5,0.9,0,0,0,0,0.0,0.0,0,1,6,5,1.5,0.9,1,9.7075,73.1066666667,63.3991666667,24.93916666667,20.127833333338,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,100.6,102.72,15
Rb2Na1In1F6,52.0,9,49,40,18.8,13.32,9,2,93,91,64.3,36.58,93,18.9984032,114.818,95.8195968,42.273378848,31.7866926912,18.9984032,53.5,429.75,376.25,174.654,145.3848,53.5,1,17,16,11.8,6.48,17,2,5,3,3.0,1.2,2,57,220,163,109.0,62.4,57,0.82,3.98,3.16,2.823,1.3884,3.98,1,2,1,1.7,0.42,2,0,5,5,3.1,2.28,5,0,10,10,1.0,1.8,0,0,0,0,0.0,0.0,0,1,13,12,5.8,2.88,7,0,1,1,0.3,0.42,0,0,5,5,1.1,0.78,1,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,1,5,4,1.4,0.72,1,9.7075,90.7225,81.015,29.31933333333,24.561266666668,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,91.6,91.92,15
K2Na1Fe1F6,99.0,9,26,17,12.9,5.06,9,2,93,91,62.1,37.08,93,18.9984032,55.845,36.8465968,27.102178848,10.5470126912,18.9984032,53.5,1811.0,1757.5,317.593,316.9116,53.5,1,17,16,11.3,6.84,17,2,4,2,2.7,0.84,2,57,203,146,104.6,57.12,57,0.82,3.98,3.16,2.828,1.3824,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,6,6,0.6,1.08,0,0,0,0,0.0,0.0,0,1,8,7,5.3,2.58,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,4,4,0.4,0.72,0,0,0,0,0.0,0.0,0,1,4,3,1.3,0.54,1,9.7075,73.1066666667,63.3991666667,24.44316666667,20.425433333338,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,2.1106628,2.1106628,0.21106628,0.379919304,0,15,229,214,100.6,102.72,15
Rb2Na1Fe1F6,57.0,9,37,28,16.5,10.1,9,2,93,91,62.3,36.84,93,18.9984032,85.4678,66.4693968,36.376078848,23.5304726912,18.9984032,53.5,1811.0,1757.5,312.779,311.2624,53.5,1,17,16,11.3,6.84,17,2,5,3,2.9,1.08,2,57,220,163,108.0,61.2,57,0.82,3.98,3.16,2.828,1.3824,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,6,6,0.6,1.08,0,0,0,0,0.0,0.0,0,1,8,7,5.3,2.58,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,4,4,0.4,0.72,0,0,0,0,0.0,0.0,0,1,4,3,1.3,0.54,1,9.7075,90.7225,81.015,27.96633333333,25.357866666662,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,2.1106628,2.1106628,0.21106628,0.379919304,0,15,229,214,100.6,102.72,15
K2Na1In1F6,104.0,9,49,40,15.2,8.28,9,2,93,91,64.1,36.86,93,18.9984032,114.818,95.8195968,32.999478848,18.8032326912,18.9984032,53.5,429.75,376.25,179.468,151.1616,53.5,1,17,16,11.8,6.48,17,2,5,3,2.8,0.96,2,57,203,146,105.6,58.32,57,0.82,3.98,3.16,2.823,1.3884,3.98,1,2,1,1.7,0.42,2,0,5,5,3.1,2.28,5,0,10,10,1.0,1.8,0,0,0,0,0.0,0.0,0,1,13,12,5.8,2.88,7,0,1,1,0.3,0.42,0,0,5,5,1.1,0.78,1,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,1,5,4,1.4,0.72,1,9.7075,73.1066666667,63.3991666667,25.79616666667,19.613633333338,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,91.6,91.92,15
Cs2Rb1In1F6,57.0,9,55,46,25.0,19.2,9,4,93,89,64.7,36.02,93,18.9984032,132.9054519,113.9070487,58.0087123,46.81237092,18.9984032,53.5,429.75,376.25,166.639,135.7668,53.5,1,17,16,11.8,6.48,17,2,6,4,3.4,1.68,2,57,244,187,119.2,74.64,57,0.79,3.98,3.19,2.806,1.4088,3.98,1,2,1,1.7,0.42,2,0,5,5,3.1,2.28,5,0,10,10,1.0,1.8,0,0,0,0,0.0,0.0,0,1,13,12,5.8,2.88,7,0,1,1,0.3,0.42,0,0,5,5,1.1,0.78,1,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,1,5,4,1.4,0.72,1,9.7075,115.765,106.0575,40.47575,40.16505,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,91.6,91.92,15
K1Rb2Fe1F6,49.0,9,37,28,17.3,9.96,9,3,93,90,62.4,36.72,93,18.9984032,85.4678,66.4693968,37.98693192,22.786234464,18.9984032,53.5,1811.0,1757.5,309.345,307.014,53.5,1,17,16,11.3,6.84,17,2,5,3,3.0,1.2,2,57,220,163,111.7,65.64,57,0.82,3.98,3.16,2.817,1.3956,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,6,6,0.6,1.08,0,0,0,0,0.0,0.0,0,1,8,7,5.3,2.58,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,4,4,0.4,0.72,0,0,0,0,0.0,0.0,0,1,4,3,1.3,0.54,1,9.7075,90.7225,81.015,32.35266666667,31.498733333338,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,2.1106628,2.1106628,0.21106628,0.379919304,0,15,229,214,100.6,102.72,15
K3Mo1F6,32.0,9,42,33,15.3,7.56,9,3,93,90,61.7,37.56,93,18.9984032,95.96,76.9615968,32.72453192,16.471354464,18.9984032,53.5,2896.0,2842.5,422.659,494.6682,53.5,1,17,16,11.1,7.08,17,2,5,3,2.9,1.08,2,57,203,146,110.5,64.2,57,0.82,3.98,3.16,2.85,1.356,3.98,1,2,1,1.6,0.48,2,0,5,5,3.0,2.4,5,0,5,5,0.5,0.9,0,0,0,0,0.0,0.0,0,1,7,6,5.1,2.46,7,0,1,1,0.4,0.48,0,0,1,1,0.6,0.48,1,0,5,5,0.5,0.9,0,0,0,0,0.0,0.0,0,1,6,5,1.5,0.9,1,9.7075,73.1066666667,63.3991666667,29.32550000001,26.268700000014,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,100.6,102.72,15
Rb2Na1Bi1F6,33.0,9,83,74,22.2,18.08,9,2,93,91,65.4,37.24,93,18.9984032,208.9804,189.9819968,51.689618848,44.9694286912,18.9984032,53.5,544.4,490.9,186.119,159.1428,53.5,1,17,16,12.0,6.6,17,2,6,4,3.1,1.34,2,57,220,163,109.6,63.12,57,0.82,3.98,3.16,2.847,1.3596,3.98,1,2,1,1.7,0.42,2,0,5,5,3.3,2.04,5,0,10,10,1.0,1.8,0,0,14,14,1.4,2.52,0,1,29,28,7.4,4.32,7,0,1,1,0.3,0.42,0,0,3,3,0.9,0.54,1,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,1,3,2,1.2,0.36,1,9.7075,90.7225,81.015,30.18833333333,24.766000000002,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,12,229,217,78.9,90.06,15
Rb2Na1Sb1F6,44.0,9,51,42,19.0,13.6,9,2,93,91,65.3,37.18,93,18.9984032,121.76,102.7615968,42.967578848,32.7585726912,18.9984032,53.5,903.78,850.28,222.057,202.2684,53.5,1,17,16,12.0,6.6,17,2,5,3,3.0,1.2,2,57,220,163,108.7,62.04,57,0.82,3.98,3.16,2.85,1.356,3.98,1,2,1,1.7,0.42,2,0,5,5,3.3,2.04,5,0,10,10,1.0,1.8,0,0,0,0,0.0,0.0,0,1,15,14,6.0,3.0,7,0,1,1,0.3,0.42,0,0,3,3,0.9,0.54,1,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,1,3,2,1.2,0.36,1,9.7075,90.7225,81.015,30.04933333333,24.571400000002,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,94.3,95.16,15
Cs2Tl1V1F6,79.0,9,81,72,26.8,22.12,9,5,93,88,69.0,30.2,93,18.9984032,204.3833,185.3848968,63.5126123,55.93127338,18.9984032,53.5,2183.0,2129.5,368.418,404.6328,53.5,1,17,16,12.2,5.92,17,2,6,4,3.4,1.68,2,57,244,187,112.8,66.96,57,0.79,3.98,3.19,2.871,1.3308,3.98,1,2,1,1.8,0.32,2,0,5,5,3.1,2.28,5,0,10,10,1.3,2.08,0,0,14,14,1.4,2.52,0,1,27,26,7.6,3.88,7,0,1,1,0.2,0.32,0,0,5,5,1.1,0.78,1,0,7,7,0.7,1.26,0,0,0,0,0.0,0.0,0,1,7,6,2.0,1.6,1,9.7075,115.765,106.0575,32.9695,33.1182,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,97.1,98.52,15
Rb2In1Ga1F6,41.0,9,49,40,20.8,14.16,9,4,93,89,71.5,27.0,93,18.9984032,114.818,95.8195968,46.94670192,33.537958464,18.9984032,53.5,429.75,376.25,167.858,137.2296,53.5,1,17,16,13.0,4.8,17,2,5,3,3.1,1.32,2,57,220,163,104.6,57.12,57,0.82,3.98,3.16,2.911,1.2828,3.98,1,2,1,1.8,0.32,2,0,5,5,3.2,2.16,5,0,10,10,2.0,3.2,0,0,0,0,0.0,0.0,0,1,13,12,7.0,2.4,7,0,1,1,0.2,0.32,0,0,5,5,1.6,1.36,1,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,1,5,4,1.8,1.28,1,9.7075,90.7225,81.015,28.28075,24.9767,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,75.1,74.34,15
Rb2Na1As1F6,8.0,9,37,28,17.2,11.08,9,2,93,91,65.2,37.12,93,18.9984032,85.4678,66.4693968,38.283738848,26.2011966912,18.9984032,53.5,1090.0,1036.5,240.679,224.6148,53.5,1,17,16,12.0,6.6,17,2,5,3,2.9,1.08,2,57,220,163,106.7,59.64,57,0.82,3.98,3.16,2.863,1.3404,3.98,1,2,1,1.7,0.42,2,0,5,5,3.3,2.04,5,0,10,10,1.0,1.8,0,0,0,0,0.0,0.0,0,1,15,14,6.0,3.0,7,0,1,1,0.3,0.42,0,0,3,3,0.9,0.54,1,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0,1,3,2,1.2,0.36,1,9.7075,90.7225,81.015,29.11083333333,24.671166666662,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,94.3,95.16,15
