material_id,pretty_formula,formation_energy_per_atom,num_elements,elements,crystal_system,space_group_symbol,nsites,composition,num_halogens,num_unique_halogen_types
mp-1111617,K2RbAlBr6,-1.7439746852,4,"[Element Al, Element Br, Element K, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Al1 Br6,6.0,1
mp-1111613,K2RbAlCl6,-2.0999662172,4,"[Element Al, Element Cl, Element K, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Al1 Cl6,6.0,1
mp-1111386,K2RbAlF6,-3.3692481742,4,"[Element Al, Element F, Element K, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Al1 F6,6.0,1
mp-1111610,K2RbAlI6,-1.259210377199999,4,"[Element Al, Element I, Element K, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Al1 I6,6.0,1
mp-1111609,K2RbAsBr6,-1.469449978949999,4,"[Element As, Element Br, Element K, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 As1 Br6,6.0,1
mp-1111770,K2RbAsCl6,-1.737036064949999,4,"[Element As, Element Cl, Element K, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 As1 Cl6,6.0,1
mp-1111443,K2RbAsF6,-2.713085384949999,4,"[Element As, Element F, Element K, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 As1 F6,6.0,1
mp-1111606,K2RbAsI6,-1.08254078295,4,"[Element As, Element I, Element K, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 As1 I6,6.0,1
mp-1111605,K2RbAuBr6,-1.2745533322,4,"[Element Au, Element Br, Element K, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Au1 Br6,6.0,1
mp-1111136,K2RbAuCl6,-1.4986389902,4,"[Element Au, Element Cl, Element K, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Au1 Cl6,6.0,1
mp-1111442,K2RbAuF6,-2.250814167199999,4,"[Element Au, Element F, Element K, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Au1 F6,6.0,1
mp-1110760,K2RbBiBr6,-1.5972092142,4,"[Element Bi, Element Br, Element K, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Bi1 Br6,6.0,1
mp-1110759,K2RbBiCl6,-1.8689340502,4,"[Element Bi, Element Cl, Element K, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Bi1 Cl6,6.0,1
mp-1110675,K2RbBiF6,-2.823674599199999,4,"[Element Bi, Element F, Element K, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Bi1 F6,6.0,1
mp-1110783,K2RbBiI6,-1.196437455199999,4,"[Element Bi, Element I, Element K, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Bi1 I6,6.0,1
mp-1110782,K2RbCeBr6,-2.037944424199999,4,"[Element Br, Element Ce, Element K, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Ce1 Br6,6.0,1
mp-1110758,K2RbCeCl6,-2.354184809199999,4,"[Element Ce, Element Cl, Element K, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Ce1 Cl6,6.0,1
mp-1110674,K2RbCeF6,-3.4017468592,4,"[Element Ce, Element F, Element K, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Ce1 F6,6.0,1
mp-1110781,K2RbCeI6,-1.574859577199999,4,"[Element Ce, Element I, Element K, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Ce1 I6,6.0,1
mp-1111385,K2RbCoF6,-2.662046084199999,4,"[Element Co, Element F, Element K, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Co1 F6,6.0,1
mp-1111217,K2RbCrF6,-3.0395630662,4,"[Element Cr, Element F, Element K, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Cr1 F6,6.0,1
mp-1111215,K2RbDyCl6,-2.397108685366666,4,"[Element Cl, Element Dy, Element K, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Dy1 Cl6,6.0,1
mp-1111216,K2RbErCl6,-2.401909932199999,4,"[Element Cl, Element Er, Element K, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Er1 Cl6,6.0,1
mp-1111213,K2RbGaBr6,-1.59928143995,4,"[Element Br, Element Ga, Element K, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Ga1 Br6,6.0,1
mp-1111600,K2RbGaCl6,-1.912425430949999,4,"[Element Cl, Element Ga, Element K, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Ga1 Cl6,6.0,1
mp-1111144,K2RbGaF6,-3.004221399949999,4,"[Element F, Element Ga, Element K, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Ga1 F6,6.0,1
mp-1111285,K2RbGaI6,-1.15638535195,4,"[Element Ga, Element I, Element K, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Ga1 I6,6.0,1
mp-1111214,K2RbGdCl6,-2.388967057199999,4,"[Element Cl, Element Gd, Element K, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Gd1 Cl6,6.0,1
mp-1111211,K2RbInBr6,-1.634905851866666,4,"[Element Br, Element In, Element K, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 In1 Br6,6.0,1
mp-1111212,K2RbInCl6,-1.929434355866666,4,"[Element Cl, Element In, Element K, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 In1 Cl6,6.0,1
mp-1111441,K2RbInF6,-2.914890396866666,4,"[Element F, Element In, Element K, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 In1 F6,6.0,1
mp-1111440,K2RbIrF6,-2.468909647199999,4,"[Element F, Element Ir, Element K, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Ir1 F6,6.0,1
mp-1111209,K2RbLuCl6,-2.404058914866666,4,"[Element Cl, Element K, Element Lu, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Lu1 Cl6,6.0,1
mp-1111381,K2RbMnF6,-2.8627877729931033,4,"[Element F, Element K, Element Mn, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Mn1 F6,6.0,1
mp-1110757,K2RbMoBr6,-1.514152715199999,4,"[Element Br, Element K, Element Mo, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Mo1 Br6,6.0,1
mp-1110717,K2RbMoCl6,-1.8273822312,4,"[Element Cl, Element K, Element Mo, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Mo1 Cl6,6.0,1
mp-1110666,K2RbMoF6,-2.887130868199999,4,"[Element F, Element K, Element Mo, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Mo1 F6,6.0,1
mp-1110780,K2RbMoI6,-1.0838156572,4,"[Element I, Element K, Element Mo, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Mo1 I6,6.0,1
mp-1111116,K2RbNbF6,-2.914047165199999,4,"[Element F, Element K, Element Nb, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Nb1 F6,6.0,1
mp-1110779,K2RbNdBr6,-2.051648371949999,4,"[Element Br, Element K, Element Nd, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Nd1 Br6,6.0,1
mp-1110756,K2RbNdCl6,-2.36959559595,4,"[Element Cl, Element K, Element Nd, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Nd1 Cl6,6.0,1
mp-1110673,K2RbNdF6,-3.415484198949999,4,"[Element F, Element K, Element Nd, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Nd1 F6,6.0,1
mp-1110778,K2RbNdI6,-1.588414449949999,4,"[Element I, Element K, Element Nd, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Nd1 I6,6.0,1
mp-1111117,K2RbPdF6,-2.409654364199999,4,"[Element F, Element K, Element Pd, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Pd1 F6,6.0,1
mp-1110777,K2RbPrBr6,-2.046567233366666,4,"[Element Br, Element K, Element Pr, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Pr1 Br6,6.0,1
mp-1110755,K2RbPrCl6,-2.3619077303666662,4,"[Element Cl, Element K, Element Pr, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Pr1 Cl6,6.0,1
mp-1110672,K2RbPrF6,-3.397970370366666,4,"[Element F, Element K, Element Pr, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Pr1 F6,6.0,1
mp-1110776,K2RbPrI6,-1.586060660366666,4,"[Element I, Element K, Element Pr, Element Rb]",Cubic,Fm-3m,10,K2 Rb1 Pr1 I6,6.0,1
mp-1111432,K2RbRhF6,-2.559545177199999,4,"[Element F, Element K, Element Rb, Element Rh]",Cubic,Fm-3m,10,K2 Rb1 Rh1 F6,6.0,1
mp-1111431,K2RbRuF6,-2.541730785199999,4,"[Element F, Element K, Element Rb, Element Ru]",Cubic,Fm-3m,10,K2 Rb1 Ru1 F6,6.0,1
mp-1110754,K2RbSbBr6,-1.545023624199999,4,"[Element Br, Element K, Element Rb, Element Sb]",Cubic,Fm-3m,10,K2 Rb1 Sb1 Br6,6.0,1
mp-1110716,K2RbSbCl6,-1.814903238199999,4,"[Element Cl, Element K, Element Rb, Element Sb]",Cubic,Fm-3m,10,K2 Rb1 Sb1 Cl6,6.0,1
mp-1110671,K2RbSbF6,-2.793364536199999,4,"[Element F, Element K, Element Rb, Element Sb]",Cubic,Fm-3m,10,K2 Rb1 Sb1 F6,6.0,1
mp-1110775,K2RbSbI6,-1.149575068199999,4,"[Element I, Element K, Element Rb, Element Sb]",Cubic,Fm-3m,10,K2 Rb1 Sb1 I6,6.0,1
mp-1111597,K2RbScBr6,-2.004903161699999,4,"[Element Br, Element K, Element Rb, Element Sc]",Cubic,Fm-3m,10,K2 Rb1 Sc1 Br6,6.0,1
mp-1111207,K2RbScCl6,-2.3422498927,4,"[Element Cl, Element K, Element Rb, Element Sc]",Cubic,Fm-3m,10,K2 Rb1 Sc1 Cl6,6.0,1
mp-1111114,K2RbScF6,-3.487620787699999,4,"[Element F, Element K, Element Rb, Element Sc]",Cubic,Fm-3m,10,K2 Rb1 Sc1 F6,6.0,1
mp-1110753,K2RbTaBr6,-1.540148000933333,4,"[Element Br, Element K, Element Rb, Element Ta]",Cubic,Fm-3m,10,K2 Rb1 Ta1 Br6,6.0,1
mp-1110715,K2RbTaCl6,-1.8662588599333332,4,"[Element Cl, Element K, Element Rb, Element Ta]",Cubic,Fm-3m,10,K2 Rb1 Ta1 Cl6,6.0,1
mp-1110665,K2RbTaF6,-2.863375206933333,4,"[Element F, Element K, Element Rb, Element Ta]",Cubic,Fm-3m,10,K2 Rb1 Ta1 F6,6.0,1
mp-1110774,K2RbTaI6,-1.094002849933333,4,"[Element I, Element K, Element Rb, Element Ta]",Cubic,Fm-3m,10,K2 Rb1 Ta1 I6,6.0,1
mp-1111205,K2RbTbCl6,-2.395406265866666,4,"[Element Cl, Element K, Element Rb, Element Tb]",Cubic,Fm-3m,10,K2 Rb1 Tb1 Cl6,6.0,1
mp-1111427,K2RbTiF6,-3.227283342533334,4,"[Element F, Element K, Element Rb, Element Ti]",Cubic,Fm-3m,10,K2 Rb1 Ti1 F6,6.0,1
mp-1111203,K2RbTlBr6,-1.483526006533334,4,"[Element Br, Element K, Element Rb, Element Tl]",Cubic,Fm-3m,10,K2 Rb1 Tl1 Br6,6.0,1
mp-1111582,K2RbTlF6,-2.621871095533333,4,"[Element F, Element K, Element Rb, Element Tl]",Cubic,Fm-3m,10,K2 Rb1 Tl1 F6,6.0,1
mp-1111204,K2RbTmCl6,-2.4033324822,4,"[Element Cl, Element K, Element Rb, Element Tm]",Cubic,Fm-3m,10,K2 Rb1 Tm1 Cl6,6.0,1
mp-1111380,K2RbVF6,-3.0060214212,4,"[Element F, Element K, Element Rb, Element V]",Cubic,Fm-3m,10,K2 Rb1 V1 F6,6.0,1
mp-1110752,K2RbYBr6,-2.062595314199999,4,"[Element Br, Element K, Element Rb, Element Y]",Cubic,Fm-3m,10,K2 Rb1 Y1 Br6,6.0,1
mp-1110714,K2RbYCl6,-2.3916110282,4,"[Element Cl, Element K, Element Rb, Element Y]",Cubic,Fm-3m,10,K2 Rb1 Y1 Cl6,6.0,1
mp-1110670,K2RbYF6,-3.474911209199999,4,"[Element F, Element K, Element Rb, Element Y]",Cubic,Fm-3m,10,K2 Rb1 Y1 F6,6.0,1
mp-1110773,K2RbYI6,-1.5887433532,4,"[Element I, Element K, Element Rb, Element Y]",Cubic,Fm-3m,10,K2 Rb1 Y1 I6,6.0,1
mp-1112258,K2RhAuF6,-2.064346536449999,4,"[Element Au, Element F, Element K, Element Rh]",Cubic,Fm-3m,10,K2 Rh1 Au1 F6,6.0,1
mp-1112257,K2RuAuF6,-2.03377602945,4,"[Element Au, Element F, Element K, Element Ru]",Cubic,Fm-3m,10,K2 Ru1 Au1 F6,6.0,1
mp-1112418,K2SbAuBr6,-1.231971925449999,4,"[Element Au, Element Br, Element K, Element Sb]",Cubic,Fm-3m,10,K2 Sb1 Au1 Br6,6.0,1
mp-1112067,K2SbAuCl6,-1.459792964449999,4,"[Element Au, Element Cl, Element K, Element Sb]",Cubic,Fm-3m,10,K2 Sb1 Au1 Cl6,6.0,1
mp-1111960,K2SbAuF6,-2.307818189449999,4,"[Element Au, Element F, Element K, Element Sb]",Cubic,Fm-3m,10,K2 Sb1 Au1 F6,6.0,1
mp-1112064,K2SbAuI6,-0.894255460449999,4,"[Element Au, Element I, Element K, Element Sb]",Cubic,Fm-3m,10,K2 Sb1 Au1 I6,6.0,1
mp-1111998,K2ScAgBr6,-1.7599665481166662,4,"[Element Ag, Element Br, Element K, Element Sc]",Cubic,Fm-3m,10,K2 Sc1 Ag1 Br6,6.0,1
mp-1112448,K2ScAgCl6,-1.939350192416665,4,"[Element Ag, Element Cl, Element K, Element Sc]",Cubic,Fm-3m,10,K2 Sc1 Ag1 Cl6,6.0,1
mp-1112275,K2ScAgF6,-3.171970405116666,4,"[Element Ag, Element F, Element K, Element Sc]",Cubic,Fm-3m,10,K2 Sc1 Ag1 F6,6.0,1
mp-1112086,K2ScAgI6,-1.299872320116666,4,"[Element Ag, Element I, Element K, Element Sc]",Cubic,Fm-3m,10,K2 Sc1 Ag1 I6,6.0,1
mp-1111993,K2ScAuBr6,-1.642299711949999,4,"[Element Au, Element Br, Element K, Element Sc]",Cubic,Fm-3m,10,K2 Sc1 Au1 Br6,6.0,1
mp-1112065,K2ScAuCl6,-1.9481863519499991,4,"[Element Au, Element Cl, Element K, Element Sc]",Cubic,Fm-3m,10,K2 Sc1 Au1 Cl6,6.0,1
mp-1112256,K2ScAuF6,-2.982572055949999,4,"[Element Au, Element F, Element K, Element Sc]",Cubic,Fm-3m,10,K2 Sc1 Au1 F6,6.0,1
mp-1112062,K2ScAuI6,-1.20918381895,4,"[Element Au, Element I, Element K, Element Sc]",Cubic,Fm-3m,10,K2 Sc1 Au1 I6,6.0,1
mp-1112159,K2ScCuCl6,-1.903441415916661,4,"[Element Cl, Element Cu, Element K, Element Sc]",Cubic,Fm-3m,10,K2 Sc1 Cu1 Cl6,6.0,1
mp-1112245,K2ScCuF6,-3.147014890949999,4,"[Element Cu, Element F, Element K, Element Sc]",Cubic,Fm-3m,10,K2 Sc1 Cu1 F6,6.0,1
mp-1111989,K2ScHgBr6,-1.6797311642000001,4,"[Element Br, Element Hg, Element K, Element Sc]",Cubic,Fm-3m,10,K2 Sc1 Hg1 Br6,6.0,1
mp-1111990,K2ScHgCl6,-1.824107541166664,4,"[Element Cl, Element Hg, Element K, Element Sc]",Cubic,Fm-3m,10,K2 Sc1 Hg1 Cl6,6.0,1
mp-1111931,K2ScHgF6,-3.0760175672,4,"[Element F, Element Hg, Element K, Element Sc]",Cubic,Fm-3m,10,K2 Sc1 Hg1 F6,6.0,1
mp-1112029,K2ScHgI6,-1.241310640200001,4,"[Element Hg, Element I, Element K, Element Sc]",Cubic,Fm-3m,10,K2 Sc1 Hg1 I6,6.0,1
mp-1112015,K2ScInBr6,-1.8008301506166662,4,"[Element Br, Element In, Element K, Element Sc]",Cubic,Fm-3m,10,K2 Sc1 In1 Br6,6.0,1
mp-1112180,K2ScInCl6,-2.121865569616666,4,"[Element Cl, Element In, Element K, Element Sc]",Cubic,Fm-3m,10,K2 Sc1 In1 Cl6,6.0,1
mp-1112179,K2ScInF6,-3.262885409616666,4,"[Element F, Element In, Element K, Element Sc]",Cubic,Fm-3m,10,K2 Sc1 In1 F6,6.0,1
mp-1112016,K2ScInI6,-1.341102198616666,4,"[Element I, Element In, Element K, Element Sc]",Cubic,Fm-3m,10,K2 Sc1 In1 I6,6.0,1
mp-1111193,K2ScTlBr6,-1.8382227062833332,4,"[Element Br, Element K, Element Sc, Element Tl]",Cubic,Fm-3m,10,K2 Sc1 Tl1 Br6,6.0,1
mp-1111134,K2ScTlCl6,-2.161159312283334,4,"[Element Cl, Element K, Element Sc, Element Tl]",Cubic,Fm-3m,10,K2 Sc1 Tl1 Cl6,6.0,1
mp-1111416,K2ScTlF6,-3.290836186283334,4,"[Element F, Element K, Element Sc, Element Tl]",Cubic,Fm-3m,10,K2 Sc1 Tl1 F6,6.0,1
mp-1112087,K2SmAgCl6,-1.99440292225,4,"[Element Ag, Element Cl, Element K, Element Sm]",Cubic,Fm-3m,10,K2 Sm1 Ag1 Cl6,6.0,1
mp-1112063,K2SmAuCl6,-1.9821492829499991,4,"[Element Au, Element Cl, Element K, Element Sm]",Cubic,Fm-3m,10,K2 Sm1 Au1 Cl6,6.0,1
mp-1112218,K2SmCuCl6,-1.9575590557499971,4,"[Element Cl, Element Cu, Element K, Element Sm]",Cubic,Fm-3m,10,K2 Sm1 Cu1 Cl6,6.0,1
mp-1112085,K2TaAgBr6,-1.285183975349999,4,"[Element Ag, Element Br, Element K, Element Ta]",Cubic,Fm-3m,10,K2 Ta1 Ag1 Br6,6.0,1
mp-1112083,K2TaAgCl6,-1.597737288349999,4,"[Element Ag, Element Cl, Element K, Element Ta]",Cubic,Fm-3m,10,K2 Ta1 Ag1 Cl6,6.0,1
mp-1110857,K2TaAgF6,-2.656148408349999,4,"[Element Ag, Element F, Element K, Element Ta]",Cubic,Fm-3m,10,K2 Ta1 Ag1 F6,6.0,1
mp-1110948,K2TaAgI6,-0.8605439233499991,4,"[Element Ag, Element I, Element K, Element Ta]",Cubic,Fm-3m,10,K2 Ta1 Ag1 I6,6.0,1
mp-1112417,K2TaAuF6,-2.7032767431833333,4,"[Element Au, Element F, Element K, Element Ta]",Cubic,Fm-3m,10,K2 Ta1 Au1 F6,6.0,1
mp-1112217,K2TaCuBr6,-1.2404970571833331,4,"[Element Br, Element Cu, Element K, Element Ta]",Cubic,Fm-3m,10,K2 Ta1 Cu1 Br6,6.0,1
mp-1112377,K2TaCuCl6,-1.564795610183333,4,"[Element Cl, Element Cu, Element K, Element Ta]",Cubic,Fm-3m,10,K2 Ta1 Cu1 Cl6,6.0,1
mp-1110903,K2TaCuI6,-0.8036536641833331,4,"[Element Cu, Element I, Element K, Element Ta]",Cubic,Fm-3m,10,K2 Ta1 Cu1 I6,6.0,1
mp-1112194,K2TaHgF6,-2.771948624433334,4,"[Element F, Element Hg, Element K, Element Ta]",Cubic,Fm-3m,10,K2 Ta1 Hg1 F6,6.0,1
mp-1111415,K2TaTlF6,-2.668923663516667,4,"[Element F, Element K, Element Ta, Element Tl]",Cubic,Fm-3m,10,K2 Ta1 Tl1 F6,6.0,1
mp-1112446,K2TbAgCl6,-2.135362085283332,4,"[Element Ag, Element Cl, Element K, Element Tb]",Cubic,Fm-3m,10,K2 Tb1 Ag1 Cl6,6.0,1
mp-1112060,K2TbAuCl6,-1.996172140116665,4,"[Element Au, Element Cl, Element K, Element Tb]",Cubic,Fm-3m,10,K2 Tb1 Au1 Cl6,6.0,1
mp-1111991,K2TbCuCl6,-1.9724441962499952,4,"[Element Cl, Element Cu, Element K, Element Tb]",Cubic,Fm-3m,10,K2 Tb1 Cu1 Cl6,6.0,1
mp-1112274,K2TiAgF6,-2.909961143949999,4,"[Element Ag, Element F, Element K, Element Ti]",Cubic,Fm-3m,10,K2 Ti1 Ag1 F6,6.0,1
mp-1111957,K2TiAuF6,-2.8077236937833323,4,"[Element Au, Element F, Element K, Element Ti]",Cubic,Fm-3m,10,K2 Ti1 Au1 F6,6.0,1
mp-1112244,K2TiCuF6,-2.889731656783333,4,"[Element Cu, Element F, Element K, Element Ti]",Cubic,Fm-3m,10,K2 Ti1 Cu1 F6,6.0,1
mp-1112360,K2TiHgF6,-3.041700829033333,4,"[Element F, Element Hg, Element K, Element Ti]",Cubic,Fm-3m,10,K2 Ti1 Hg1 F6,6.0,1
mp-1111414,K2TiTlF6,-3.031086850116667,4,"[Element F, Element K, Element Ti, Element Tl]",Cubic,Fm-3m,10,K2 Ti1 Tl1 F6,6.0,1
mp-1112445,K2TlAgBr6,-1.27055994995,4,"[Element Ag, Element Br, Element K, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 Ag1 Br6,6.0,1
mp-1112081,K2TlAgCl6,-1.50777397895,4,"[Element Ag, Element Cl, Element K, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 Ag1 Cl6,6.0,1
mp-1112272,K2TlAgF6,-2.315529212949999,4,"[Element Ag, Element F, Element K, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 Ag1 F6,6.0,1
mp-1112078,K2TlAgI6,-0.917855138949999,4,"[Element Ag, Element I, Element K, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 Ag1 I6,6.0,1
mp-1111589,K2TlAsBr6,-1.328670382533333,4,"[Element As, Element Br, Element K, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 As1 Br6,6.0,1
mp-1111588,K2TlAsCl6,-1.576626199533334,4,"[Element As, Element Cl, Element K, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 As1 Cl6,6.0,1
mp-1111426,K2TlAsF6,-2.523982153533333,4,"[Element As, Element F, Element K, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 As1 F6,6.0,1
mp-1111200,K2TlAsI6,-0.9592125675333341,4,"[Element As, Element I, Element K, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 As1 I6,6.0,1
mp-1111585,K2TlAuBr6,-1.212922075783333,4,"[Element Au, Element Br, Element K, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 Au1 Br6,6.0,1
mp-1112414,K2TlAuCl6,-1.420444628783334,4,"[Element Au, Element Cl, Element K, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 Au1 Cl6,6.0,1
mp-1111378,K2TlAuF6,-2.145717286783333,4,"[Element Au, Element F, Element K, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 Au1 F6,6.0,1
mp-1112333,K2TlAuI6,-0.894728185783334,4,"[Element Au, Element I, Element K, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 Au1 I6,6.0,1
mp-1111569,K2TlBiF6,-2.632752007783334,4,"[Element Bi, Element F, Element K, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 Bi1 F6,6.0,1
mp-1111102,K2TlCoF6,-2.472797150783334,4,"[Element Co, Element F, Element K, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 Co1 F6,6.0,1
mp-1111376,K2TlCrF6,-2.842726659783334,4,"[Element Cr, Element F, Element K, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 Cr1 F6,6.0,1
mp-1112216,K2TlCuBr6,-1.269294586783333,4,"[Element Br, Element Cu, Element K, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 Cu1 Br6,6.0,1
mp-1111969,K2TlCuCl6,-1.518696923783333,4,"[Element Cl, Element Cu, Element K, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 Cu1 Cl6,6.0,1
mp-1112168,K2TlCuF6,-2.377329549783334,4,"[Element Cu, Element F, Element K, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 Cu1 F6,6.0,1
mp-1111373,K2TlFeF6,-2.6736153767833333,4,"[Element F, Element Fe, Element K, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 Fe1 F6,6.0,1
mp-1111137,K2TlGaBr6,-1.446393787533333,4,"[Element Br, Element Ga, Element K, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 Ga1 Br6,6.0,1
mp-1111581,K2TlGaCl6,-1.7399861215333332,4,"[Element Cl, Element Ga, Element K, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 Ga1 Cl6,6.0,1
mp-1111372,K2TlGaF6,-2.806150681533334,4,"[Element F, Element Ga, Element K, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 Ga1 F6,6.0,1
mp-1111197,K2TlGaI6,-1.026607629533334,4,"[Element Ga, Element I, Element K, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 Ga1 I6,6.0,1
mp-1112026,K2TlHgBr6,-1.289060817033334,4,"[Element Br, Element Hg, Element K, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 Hg1 Br6,6.0,1
mp-1112027,K2TlHgCl6,-1.510334895033334,4,"[Element Cl, Element Hg, Element K, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 Hg1 Cl6,6.0,1
mp-1111956,K2TlHgF6,-2.295710245033334,4,"[Element F, Element Hg, Element K, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 Hg1 F6,6.0,1
mp-1112024,K2TlHgI6,-0.9416116230333341,4,"[Element Hg, Element I, Element K, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 Hg1 I6,6.0,1
mp-1111578,K2TlInBr6,-1.47880849545,4,"[Element Br, Element In, Element K, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 In1 Br6,6.0,1
mp-1111577,K2TlInCl6,-1.75523488945,4,"[Element Cl, Element In, Element K, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 In1 Cl6,6.0,1
mp-1111423,K2TlInF6,-2.721125653449999,4,"[Element F, Element In, Element K, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 In1 F6,6.0,1
mp-1111269,K2TlInI6,-1.07114346745,4,"[Element I, Element In, Element K, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 In1 I6,6.0,1
mp-1111422,K2TlIrF6,-2.275359082783333,4,"[Element F, Element Ir, Element K, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 Ir1 F6,6.0,1
mp-1111419,K2TlMoF6,-2.689483886783335,4,"[Element F, Element K, Element Mo, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 Mo1 F6,6.0,1
mp-1111264,K2TlNiF6,-2.469518316783334,4,"[Element F, Element K, Element Ni, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 Ni1 F6,6.0,1
mp-1111369,K2TlPdF6,-2.2623155237833332,4,"[Element F, Element K, Element Pd, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 Pd1 F6,6.0,1
mp-1111368,K2TlRhF6,-2.371195808783334,4,"[Element F, Element K, Element Rh, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 Rh1 F6,6.0,1
mp-1111417,K2TlRuF6,-2.348355317783333,4,"[Element F, Element K, Element Ru, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 Ru1 F6,6.0,1
mp-1111195,K2TlSbBr6,-1.396971674783333,4,"[Element Br, Element K, Element Sb, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 Sb1 Br6,6.0,1
mp-1111196,K2TlSbCl6,-1.649728586783334,4,"[Element Cl, Element K, Element Sb, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 Sb1 Cl6,6.0,1
mp-1111125,K2TlSbF6,-2.603626546783334,4,"[Element F, Element K, Element Sb, Element Tl]",Cubic,Fm-3m,10,K2 Tl1 Sb1 F6,6.0,1
mp-1111367,K2TlVF6,-2.808479016783334,4,"[Element F, Element K, Element Tl, Element V]",Cubic,Fm-3m,10,K2 Tl1 V1 F6,6.0,1
