material_id,pretty_formula,formation_energy_per_atom,num_elements,elements,crystal_system,space_group_symbol,nsites,composition,num_halogens,num_unique_halogen_types
mp-1113017,Cs2LiInCl6,-1.998909373931034,4,"[Element Cl, Element Cs, Element In, Element Li]",Cubic,Fm-3m,10,Cs2 Li1 In1 Cl6,6.0,1
mp-1113016,Cs2LiInF6,-2.969153529583319,4,"[Element Cs, Element F, Element In, Element Li]",Cubic,Fm-3m,10,Cs2 Li1 In1 F6,6.0,1
mp-1245352,Cs2LiLaBr6,-2.182892615764368,4,"[Element Br, Element Cs, Element La, Element Li]",Cubic,Fm-3m,10,Cs2 Li1 La1 Br6,6.0,1
mp-1112681,Cs2LiLaCl6,-2.383809663916666,4,"[Element Cl, Element Cs, Element La, Element Li]",Cubic,Fm-3m,10,Cs2 Li1 La1 Cl6,6.0,1
mp-570379,Cs2LiLuCl6,-2.487084079931035,4,"[Element Cl, Element Cs, Element Li, Element Lu]",Cubic,Fm-3m,10,Cs2 Li1 Lu1 Cl6,6.0,1
mp-1111847,Cs2LiMoBr6,-1.568247811264368,4,"[Element Br, Element Cs, Element Li, Element Mo]",Cubic,Fm-3m,10,Cs2 Li1 Mo1 Br6,6.0,1
mp-1110989,Cs2LiMoCl6,-1.7532968331666892,4,"[Element Cl, Element Cs, Element Li, Element Mo]",Cubic,Fm-3m,10,Cs2 Li1 Mo1 Cl6,6.0,1
mp-1110974,Cs2LiMoF6,-2.955805476264368,4,"[Element Cs, Element F, Element Li, Element Mo]",Cubic,Fm-3m,10,Cs2 Li1 Mo1 F6,6.0,1
mp-1112836,Cs2LiMoI6,-1.132964402264368,4,"[Element Cs, Element I, Element Li, Element Mo]",Cubic,Fm-3m,10,Cs2 Li1 Mo1 I6,6.0,1
mp-989536,Cs2LiNF6,-1.765930372764367,4,"[Element Cs, Element F, Element Li, Element N]",Cubic,Fm-3m,10,Cs2 Li1 N1 F6,6.0,1
mp-1112580,Cs2LiNbF6,-2.960979704791667,4,"[Element Cs, Element F, Element Li, Element Nb]",Cubic,Fm-3m,10,Cs2 Li1 Nb1 F6,6.0,1
mp-1111845,Cs2LiNdBr6,-2.144003541014368,4,"[Element Br, Element Cs, Element Li, Element Nd]",Cubic,Fm-3m,10,Cs2 Li1 Nd1 Br6,6.0,1
mp-1111841,Cs2LiNdCl6,-2.468828824014367,4,"[Element Cl, Element Cs, Element Li, Element Nd]",Cubic,Fm-3m,10,Cs2 Li1 Nd1 Cl6,6.0,1
mp-1110973,Cs2LiNdF6,-3.5153249379999982,4,"[Element Cs, Element F, Element Li, Element Nd]",Cubic,Fm-3m,10,Cs2 Li1 Nd1 F6,6.0,1
mp-1112834,Cs2LiNdI6,-1.671915922014368,4,"[Element Cs, Element I, Element Li, Element Nd]",Cubic,Fm-3m,10,Cs2 Li1 Nd1 I6,6.0,1
mp-1112572,Cs2LiPdF6,-2.414089176541671,4,"[Element Cs, Element F, Element Li, Element Pd]",Cubic,Fm-3m,10,Cs2 Li1 Pd1 F6,6.0,1
mp-1111839,Cs2LiPrBr6,-2.140288113431034,4,"[Element Br, Element Cs, Element Li, Element Pr]",Cubic,Fm-3m,10,Cs2 Li1 Pr1 Br6,6.0,1
mp-1111836,Cs2LiPrCl6,-2.462699099431034,4,"[Element Cl, Element Cs, Element Li, Element Pr]",Cubic,Fm-3m,10,Cs2 Li1 Pr1 Cl6,6.0,1
mp-1110972,Cs2LiPrF6,-3.541407002833341,4,"[Element Cs, Element F, Element Li, Element Pr]",Cubic,Fm-3m,10,Cs2 Li1 Pr1 F6,6.0,1
mp-1113008,Cs2LiPrI6,-1.670642214431034,4,"[Element Cs, Element I, Element Li, Element Pr]",Cubic,Fm-3m,10,Cs2 Li1 Pr1 I6,6.0,1
mp-1111835,Cs2LiSbBr6,-1.629354310264367,4,"[Element Br, Element Cs, Element Li, Element Sb]",Cubic,Fm-3m,10,Cs2 Li1 Sb1 Br6,6.0,1
mp-1111439,Cs2LiSbCl6,-1.905229178264368,4,"[Element Cl, Element Cs, Element Li, Element Sb]",Cubic,Fm-3m,10,Cs2 Li1 Sb1 Cl6,6.0,1
mp-1110971,Cs2LiSbF6,-2.876263361264368,4,"[Element Cs, Element F, Element Li, Element Sb]",Cubic,Fm-3m,10,Cs2 Li1 Sb1 F6,6.0,1
mp-1112673,Cs2LiSbI6,-1.226407345264368,4,"[Element Cs, Element I, Element Li, Element Sb]",Cubic,Fm-3m,10,Cs2 Li1 Sb1 I6,6.0,1
mp-1113004,Cs2LiScCl6,-2.415985888764368,4,"[Element Cl, Element Cs, Element Li, Element Sc]",Cubic,Fm-3m,10,Cs2 Li1 Sc1 Cl6,6.0,1
mp-1113081,Cs2LiScF6,-3.531894355666664,4,"[Element Cs, Element F, Element Li, Element Sc]",Cubic,Fm-3m,10,Cs2 Li1 Sc1 F6,6.0,1
mp-1112671,Cs2LiSmCl6,-2.476640961764368,4,"[Element Cl, Element Cs, Element Li, Element Sm]",Cubic,Fm-3m,10,Cs2 Li1 Sm1 Cl6,6.0,1
mp-1111834,Cs2LiTaBr6,-1.6018505579977012,4,"[Element Br, Element Cs, Element Li, Element Ta]",Cubic,Fm-3m,10,Cs2 Li1 Ta1 Br6,6.0,1
mp-1110988,Cs2LiTaCl6,-1.9310398439977012,4,"[Element Cl, Element Cs, Element Li, Element Ta]",Cubic,Fm-3m,10,Cs2 Li1 Ta1 Cl6,6.0,1
mp-1110970,Cs2LiTaF6,-2.9775422172566612,4,"[Element Cs, Element F, Element Li, Element Ta]",Cubic,Fm-3m,10,Cs2 Li1 Ta1 F6,6.0,1
mp-1113000,Cs2LiTaI6,-1.150978884997702,4,"[Element Cs, Element I, Element Li, Element Ta]",Cubic,Fm-3m,10,Cs2 Li1 Ta1 I6,6.0,1
mp-1112669,Cs2LiTbCl6,-2.487051111931034,4,"[Element Cl, Element Cs, Element Li, Element Tb]",Cubic,Fm-3m,10,Cs2 Li1 Tb1 Cl6,6.0,1
mp-1112670,Cs2LiTlBr6,-1.5606246395977021,4,"[Element Br, Element Cs, Element Li, Element Tl]",Cubic,Fm-3m,10,Cs2 Li1 Tl1 Br6,6.0,1
mp-1112999,Cs2LiTlCl6,-1.823550346597702,4,"[Element Cl, Element Cs, Element Li, Element Tl]",Cubic,Fm-3m,10,Cs2 Li1 Tl1 Cl6,6.0,1
mp-989562,Cs2LiTlF6,-2.6390352542916613,4,"[Element Cs, Element F, Element Li, Element Tl]",Cubic,Fm-3m,10,Cs2 Li1 Tl1 F6,6.0,1
mp-1112998,Cs2LiTmCl6,-2.386300208166665,4,"[Element Cl, Element Cs, Element Li, Element Tm]",Cubic,Fm-3m,10,Cs2 Li1 Tm1 Cl6,6.0,1
mp-1111833,Cs2LiYBr6,-2.147137565264367,4,"[Element Br, Element Cs, Element Li, Element Y]",Cubic,Fm-3m,10,Cs2 Li1 Y1 Br6,6.0,1
mp-567652,Cs2LiYCl6,-2.4818211412643683,4,"[Element Cl, Element Cs, Element Li, Element Y]",Cubic,Fm-3m,10,Cs2 Li1 Y1 Cl6,6.0,1
mp-1110969,Cs2LiYF6,-3.561357111833335,4,"[Element Cs, Element F, Element Li, Element Y]",Cubic,Fm-3m,10,Cs2 Li1 Y1 F6,6.0,1
mp-1112663,Cs2LiYI6,-1.665472209264368,4,"[Element Cs, Element I, Element Li, Element Y]",Cubic,Fm-3m,10,Cs2 Li1 Y1 I6,6.0,1
mp-1113542,Cs2LuAgCl6,-2.213980608764367,4,"[Element Ag, Element Cl, Element Cs, Element Lu]",Cubic,Fm-3m,10,Cs2 Lu1 Ag1 Cl6,6.0,1
mp-1112588,Cs2MnHgF6,-2.614555661974138,4,"[Element Cs, Element F, Element Hg, Element Mn]",Cubic,Fm-3m,10,Cs2 Mn1 Hg1 F6,6.0,1
mp-1112997,Cs2NaAlCl6,-2.009850319500002,4,"[Element Al, Element Cl, Element Cs, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 Al1 Cl6,6.0,1
mp-1112569,Cs2NaAlF6,-3.391905580068965,4,"[Element Al, Element Cs, Element F, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 Al1 F6,6.0,1
mp-1110566,Cs2NaAsBr6,-1.5512136298189652,4,"[Element As, Element Br, Element Cs, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 As1 Br6,6.0,1
mp-989608,Cs2NaAsCl6,-1.821436938818965,4,"[Element As, Element Cl, Element Cs, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 As1 Cl6,6.0,1
mp-1112596,Cs2NaAsF6,-2.7859535898189662,4,"[Element As, Element Cs, Element F, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 As1 F6,6.0,1
mp-1110565,Cs2NaAuBr6,-1.361198000068965,4,"[Element Au, Element Br, Element Cs, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 Au1 Br6,6.0,1
mp-1112994,Cs2NaAuCl6,-1.577567931068966,4,"[Element Au, Element Cl, Element Cs, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 Au1 Cl6,6.0,1
mp-1113077,Cs2NaAuF6,-2.339185635068966,4,"[Element Au, Element Cs, Element F, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 Au1 F6,6.0,1
mp-1112661,Cs2NaBiBr6,-1.692775468068966,4,"[Element Bi, Element Br, Element Cs, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 Bi1 Br6,6.0,1
mp-1080041,Cs2NaBiCl6,-1.796543229000002,4,"[Element Bi, Element Cl, Element Cs, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 Bi1 Cl6,6.0,1
mp-560790,Cs2NaBiF6,-2.9280084390689662,4,"[Element Bi, Element Cs, Element F, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 Bi1 F6,6.0,1
mp-1112659,Cs2NaBiI6,-1.285656405068965,4,"[Element Bi, Element Cs, Element I, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 Bi1 I6,6.0,1
mp-989644,Cs2NaCaCl6,-2.04173653625,4,"[Element Ca, Element Cl, Element Cs, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 Ca1 Cl6,6.0,1
mp-989572,Cs2NaCaF6,-3.051177751068965,4,"[Element Ca, Element Cs, Element F, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 Ca1 F6,6.0,1
mp-1079458,Cs2NaCeCl6,-2.461676563068965,4,"[Element Ce, Element Cl, Element Cs, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 Ce1 Cl6,6.0,1
mp-1110982,Cs2NaCeF6,-3.513165307068965,4,"[Element Ce, Element Cs, Element F, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 Ce1 F6,6.0,1
mp-1112656,Cs2NaCeI6,-1.6711747860689652,4,"[Element Ce, Element Cs, Element I, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 Ce1 I6,6.0,1
mp-1205696,Cs2NaCrCl6,-1.907851245249999,4,"[Element Cl, Element Cr, Element Cs, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 Cr1 Cl6,6.0,1
mp-1110563,Cs2NaDyCl6,-2.497153603235632,4,"[Element Cl, Element Cs, Element Dy, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 Dy1 Cl6,6.0,1
mp-580589,Cs2NaErCl6,-2.500041670068965,4,"[Element Cl, Element Cs, Element Er, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 Er1 Cl6,6.0,1
mp-13816,Cs2NaErF6,-3.603906971068965,4,"[Element Cs, Element Er, Element F, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 Er1 F6,6.0,1
mp-1112989,Cs2NaEuCl6,-2.306261582568966,4,"[Element Cl, Element Cs, Element Eu, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 Eu1 Cl6,6.0,1
mp-556320,Cs2NaFeF6,-2.924758937068966,4,"[Element Cs, Element F, Element Fe, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 Fe1 F6,6.0,1
mp-1110642,Cs2NaGaBr6,-1.668242770818965,4,"[Element Br, Element Cs, Element Ga, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 Ga1 Br6,6.0,1
mp-1112988,Cs2NaGaCl6,-1.9794202778189651,4,"[Element Cl, Element Cs, Element Ga, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 Ga1 Cl6,6.0,1
mp-1112570,Cs2NaGaF6,-3.047691316818965,4,"[Element Cs, Element F, Element Ga, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 Ga1 F6,6.0,1
mp-1112657,Cs2NaGdCl6,-2.491442455068965,4,"[Element Cl, Element Cs, Element Gd, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 Gd1 Cl6,6.0,1
mp-542951,Cs2NaHoCl6,-2.497521565568965,4,"[Element Cl, Element Cs, Element Ho, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 Ho1 Cl6,6.0,1
mp-996943,Cs2NaInBr6,-1.716573456735632,4,"[Element Br, Element Cs, Element In, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 In1 Br6,6.0,1
mp-989571,Cs2NaInCl6,-2.013801218735632,4,"[Element Cl, Element Cs, Element In, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 In1 Cl6,6.0,1
mp-13898,Cs2NaInF6,-2.996682126735633,4,"[Element Cs, Element F, Element In, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 In1 F6,6.0,1
mp-1112149,Cs2NaInI6,-1.285723832735632,4,"[Element Cs, Element I, Element In, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 In1 I6,6.0,1
mp-1112014,Cs2NaIrF6,-2.536311646068965,4,"[Element Cs, Element F, Element Ir, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 Ir1 F6,6.0,1
mp-1079096,Cs2NaLaBr6,-2.190014560568966,4,"[Element Br, Element Cs, Element La, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 La1 Br6,6.0,1
mp-1080017,Cs2NaLaCl6,-2.399424666499999,4,"[Element Cl, Element Cs, Element La, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 La1 Cl6,6.0,1
mp-989559,Cs2NaLiF6,-2.4279958164022992,4,"[Element Cs, Element F, Element Li, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 Li1 F6,6.0,1
mp-1111824,Cs2NaLuCl6,-2.499181396735632,4,"[Element Cl, Element Cs, Element Lu, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 Lu1 Cl6,6.0,1
mp-989568,Cs2NaMgF6,-2.959081592568965,4,"[Element Cs, Element F, Element Mg, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 Mg1 F6,6.0,1
mp-554302,Cs2NaMnF6,-2.9204807228620693,4,"[Element Cs, Element F, Element Mn, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 Mn1 F6,6.0,1
mp-1111822,Cs2NaMoBr6,-1.586868888068966,4,"[Element Br, Element Cs, Element Mo, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 Mo1 Br6,6.0,1
mp-1111434,Cs2NaMoCl6,-1.778304948000018,4,"[Element Cl, Element Cs, Element Mo, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 Mo1 Cl6,6.0,1
mp-1110968,Cs2NaMoF6,-2.971331244068967,4,"[Element Cs, Element F, Element Mo, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 Mo1 F6,6.0,1
mp-1112148,Cs2NaMoI6,-1.153034087068966,4,"[Element Cs, Element I, Element Mo, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 Mo1 I6,6.0,1
mp-989527,Cs2NaNF6,-1.797923644568965,4,"[Element Cs, Element F, Element N, Element Na]",Cubic,Fm-3m,10,Cs2 Na1 N1 F6,6.0,1
mp-1112145,Cs2NaNdBr6,-2.152428136818965,4,"[Element Br, Element Cs, Element Na, Element Nd]",Cubic,Fm-3m,10,Cs2 Na1 Nd1 Br6,6.0,1
mp-1111821,Cs2NaNdCl6,-2.475811504818966,4,"[Element Cl, Element Cs, Element Na, Element Nd]",Cubic,Fm-3m,10,Cs2 Na1 Nd1 Cl6,6.0,1
mp-1110981,Cs2NaNdF6,-3.525873904818964,4,"[Element Cs, Element F, Element Na, Element Nd]",Cubic,Fm-3m,10,Cs2 Na1 Nd1 F6,6.0,1
mp-1111951,Cs2NaNiF6,-2.5738645860689653,4,"[Element Cs, Element F, Element Na, Element Ni]",Cubic,Fm-3m,10,Cs2 Na1 Ni1 F6,6.0,1
mp-989556,Cs2NaPbF6,-2.769691429068965,4,"[Element Cs, Element F, Element Na, Element Pb]",Cubic,Fm-3m,10,Cs2 Na1 Pb1 F6,6.0,1
mp-1112146,Cs2NaPrBr6,-2.148250080235632,4,"[Element Br, Element Cs, Element Na, Element Pr]",Cubic,Fm-3m,10,Cs2 Na1 Pr1 Br6,6.0,1
mp-1111820,Cs2NaPrCl6,-2.469188892235632,4,"[Element Cl, Element Cs, Element Na, Element Pr]",Cubic,Fm-3m,10,Cs2 Na1 Pr1 Cl6,6.0,1
mp-1110980,Cs2NaPrF6,-3.511409330235632,4,"[Element Cs, Element F, Element Na, Element Pr]",Cubic,Fm-3m,10,Cs2 Na1 Pr1 F6,6.0,1
mp-1112144,Cs2NaPrI6,-1.681292552235632,4,"[Element Cs, Element I, Element Na, Element Pr]",Cubic,Fm-3m,10,Cs2 Na1 Pr1 I6,6.0,1
mp-1111979,Cs2NaRhF6,-2.620182286068965,4,"[Element Cs, Element F, Element Na, Element Rh]",Cubic,Fm-3m,10,Cs2 Na1 Rh1 F6,6.0,1
mp-1112013,Cs2NaRuF6,-2.609729962068965,4,"[Element Cs, Element F, Element Na, Element Ru]",Cubic,Fm-3m,10,Cs2 Na1 Ru1 F6,6.0,1
mp-1112142,Cs2NaSbBr6,-1.638596316068965,4,"[Element Br, Element Cs, Element Na, Element Sb]",Cubic,Fm-3m,10,Cs2 Na1 Sb1 Br6,6.0,1
mp-989514,Cs2NaSbCl6,-1.913533248068965,4,"[Element Cl, Element Cs, Element Na, Element Sb]",Cubic,Fm-3m,10,Cs2 Na1 Sb1 Cl6,6.0,1
mp-1110979,Cs2NaSbF6,-2.885768190068965,4,"[Element Cs, Element F, Element Na, Element Sb]",Cubic,Fm-3m,10,Cs2 Na1 Sb1 F6,6.0,1
mp-1112140,Cs2NaSbI6,-1.237659143068965,4,"[Element Cs, Element I, Element Na, Element Sb]",Cubic,Fm-3m,10,Cs2 Na1 Sb1 I6,6.0,1
mp-1112534,Cs2NaScBr6,-2.090647527568966,4,"[Element Br, Element Cs, Element Na, Element Sc]",Cubic,Fm-3m,10,Cs2 Na1 Sc1 Br6,6.0,1
mp-1111433,Cs2NaScCl6,-2.430181970568966,4,"[Element Cl, Element Cs, Element Na, Element Sc]",Cubic,Fm-3m,10,Cs2 Na1 Sc1 Cl6,6.0,1
mp-6204,Cs2NaScF6,-3.560766908568966,4,"[Element Cs, Element F, Element Na, Element Sc]",Cubic,Fm-3m,10,Cs2 Na1 Sc1 F6,6.0,1
mp-1112141,Cs2NaScI6,-1.608572185568968,4,"[Element Cs, Element I, Element Na, Element Sc]",Cubic,Fm-3m,10,Cs2 Na1 Sc1 I6,6.0,1
mp-580541,Cs2NaSmCl6,-2.4845680815689652,4,"[Element Cl, Element Cs, Element Na, Element Sm]",Cubic,Fm-3m,10,Cs2 Na1 Sm1 Cl6,6.0,1
mp-1205868,Cs2NaSmF6,-3.549816545568966,4,"[Element Cs, Element F, Element Na, Element Sm]",Cubic,Fm-3m,10,Cs2 Na1 Sm1 F6,6.0,1
mp-989574,Cs2NaSrF6,-3.013346729068966,4,"[Element Cs, Element F, Element Na, Element Sr]",Cubic,Fm-3m,10,Cs2 Na1 Sr1 F6,6.0,1
mp-1111728,Cs2NaTaBr6,-1.617391389802299,4,"[Element Br, Element Cs, Element Na, Element Ta]",Cubic,Fm-3m,10,Cs2 Na1 Ta1 Br6,6.0,1
mp-1111428,Cs2NaTaCl6,-1.946303391802299,4,"[Element Cl, Element Cs, Element Na, Element Ta]",Cubic,Fm-3m,10,Cs2 Na1 Ta1 Cl6,6.0,1
mp-1112399,Cs2NaTaI6,-1.167946801802299,4,"[Element Cs, Element I, Element Na, Element Ta]",Cubic,Fm-3m,10,Cs2 Na1 Ta1 I6,6.0,1
mp-568670,Cs2NaTbCl6,-2.496447220735632,4,"[Element Cl, Element Cs, Element Na, Element Tb]",Cubic,Fm-3m,10,Cs2 Na1 Tb1 Cl6,6.0,1
mp-1206873,Cs2NaTbF6,-3.58348305773563,4,"[Element Cs, Element F, Element Na, Element Tb]",Cubic,Fm-3m,10,Cs2 Na1 Tb1 F6,6.0,1
mp-1112138,Cs2NaTlBr6,-1.571439963402299,4,"[Element Br, Element Cs, Element Na, Element Tl]",Cubic,Fm-3m,10,Cs2 Na1 Tl1 Br6,6.0,1
mp-1112527,Cs2NaTlCl6,-1.8345188524023,4,"[Element Cl, Element Cs, Element Na, Element Tl]",Cubic,Fm-3m,10,Cs2 Na1 Tl1 Cl6,6.0,1
mp-13800,Cs2NaTlF6,-2.718130387402299,4,"[Element Cs, Element F, Element Na, Element Tl]",Cubic,Fm-3m,10,Cs2 Na1 Tl1 F6,6.0,1
mp-1112139,Cs2NaTlI6,-1.1778754554023,4,"[Element Cs, Element I, Element Na, Element Tl]",Cubic,Fm-3m,10,Cs2 Na1 Tl1 I6,6.0,1
mp-1112567,Cs2NaTmCl6,-2.500336801068966,4,"[Element Cl, Element Cs, Element Na, Element Tm]",Cubic,Fm-3m,10,Cs2 Na1 Tm1 Cl6,6.0,1
mp-23108,Cs2NaUCl6,-2.241433994068965,4,"[Element Cl, Element Cs, Element Na, Element U]",Cubic,Fm-3m,10,Cs2 Na1 U1 Cl6,6.0,1
mp-571467,Cs2NaYBr6,-2.157973410068965,4,"[Element Br, Element Cs, Element Na, Element Y]",Cubic,Fm-3m,10,Cs2 Na1 Y1 Br6,6.0,1
mp-23120,Cs2NaYCl6,-2.491634642068965,4,"[Element Cl, Element Cs, Element Na, Element Y]",Cubic,Fm-3m,10,Cs2 Na1 Y1 Cl6,6.0,1
mp-13925,Cs2NaYF6,-3.573435046068965,4,"[Element Cs, Element F, Element Na, Element Y]",Cubic,Fm-3m,10,Cs2 Na1 Y1 F6,6.0,1
mp-1112137,Cs2NaYI6,-1.6785762190689661,4,"[Element Cs, Element I, Element Na, Element Y]",Cubic,Fm-3m,10,Cs2 Na1 Y1 I6,6.0,1
mp-567172,Cs2NaYbCl6,-2.400583374999999,4,"[Element Cl, Element Cs, Element Na, Element Yb]",Cubic,Fm-3m,10,Cs2 Na1 Yb1 Cl6,6.0,1
mp-1112950,Cs2NbAgF6,-2.589333719666663,4,"[Element Ag, Element Cs, Element F, Element Nb]",Cubic,Fm-3m,10,Cs2 Nb1 Ag1 F6,6.0,1
mp-1112641,Cs2NbAuF6,-2.604898890000007,4,"[Element Au, Element Cs, Element F, Element Nb]",Cubic,Fm-3m,10,Cs2 Nb1 Au1 F6,6.0,1
mp-1113104,Cs2NbCuF6,-2.525266929000003,4,"[Element Cs, Element Cu, Element F, Element Nb]",Cubic,Fm-3m,10,Cs2 Nb1 Cu1 F6,6.0,1
mp-1111976,Cs2NbTlF6,-2.742581756333334,4,"[Element Cs, Element F, Element Nb, Element Tl]",Cubic,Fm-3m,10,Cs2 Nb1 Tl1 F6,6.0,1
mp-1112944,Cs2NdAgBr6,-1.897230833847701,4,"[Element Ag, Element Br, Element Cs, Element Nd]",Cubic,Fm-3m,10,Cs2 Nd1 Ag1 Br6,6.0,1
mp-1112945,Cs2NdAgCl6,-2.193925534847708,4,"[Element Ag, Element Cl, Element Cs, Element Nd]",Cubic,Fm-3m,10,Cs2 Nd1 Ag1 Cl6,6.0,1
mp-1113229,Cs2NdAgF6,-3.137904715750005,4,"[Element Ag, Element Cs, Element F, Element Nd]",Cubic,Fm-3m,10,Cs2 Nd1 Ag1 F6,6.0,1
mp-1113269,Cs2NdAgI6,-1.4629922338477002,4,"[Element Ag, Element Cs, Element I, Element Nd]",Cubic,Fm-3m,10,Cs2 Nd1 Ag1 I6,6.0,1
mp-1113409,Cs2NdAuCl6,-2.056644206681034,4,"[Element Au, Element Cl, Element Cs, Element Nd]",Cubic,Fm-3m,10,Cs2 Nd1 Au1 Cl6,6.0,1
mp-1111885,Cs2NdCuBr6,-1.840502089681035,4,"[Element Br, Element Cs, Element Cu, Element Nd]",Cubic,Fm-3m,10,Cs2 Nd1 Cu1 Br6,6.0,1
mp-1112884,Cs2NdCuI6,-1.399856529681034,4,"[Element Cs, Element Cu, Element I, Element Nd]",Cubic,Fm-3m,10,Cs2 Nd1 Cu1 I6,6.0,1
mp-1113236,Cs2PrAgCl6,-2.187607407264367,4,"[Element Ag, Element Cl, Element Cs, Element Pr]",Cubic,Fm-3m,10,Cs2 Pr1 Ag1 Cl6,6.0,1
mp-1113230,Cs2PrAgF6,-3.144332087264368,4,"[Element Ag, Element Cs, Element F, Element Pr]",Cubic,Fm-3m,10,Cs2 Pr1 Ag1 F6,6.0,1
mp-1112942,Cs2PrAgI6,-1.461820751264368,4,"[Element Ag, Element Cs, Element I, Element Pr]",Cubic,Fm-3m,10,Cs2 Pr1 Ag1 I6,6.0,1
mp-1113408,Cs2PrAuCl6,-2.050515237097701,4,"[Element Au, Element Cl, Element Cs, Element Pr]",Cubic,Fm-3m,10,Cs2 Pr1 Au1 Cl6,6.0,1
mp-1113355,Cs2PrCuBr6,-1.8372968130977,4,"[Element Br, Element Cs, Element Cu, Element Pr]",Cubic,Fm-3m,10,Cs2 Pr1 Cu1 Br6,6.0,1
mp-1111470,Cs2PrCuCl6,-2.136898362097701,4,"[Element Cl, Element Cs, Element Cu, Element Pr]",Cubic,Fm-3m,10,Cs2 Pr1 Cu1 Cl6,6.0,1
mp-1112883,Cs2PrCuI6,-1.3993131760977011,4,"[Element Cs, Element Cu, Element I, Element Pr]",Cubic,Fm-3m,10,Cs2 Pr1 Cu1 I6,6.0,1
mp-1112531,Cs2RbAlBr6,-1.837406719681034,4,"[Element Al, Element Br, Element Cs, Element Rb]",Cubic,Fm-3m,10,Cs2 Rb1 Al1 Br6,6.0,1
mp-1112525,Cs2RbAlCl6,-2.184768013681034,4,"[Element Al, Element Cl, Element Cs, Element Rb]",Cubic,Fm-3m,10,Cs2 Rb1 Al1 Cl6,6.0,1
mp-1113048,Cs2RbAlF6,-3.231497278681034,4,"[Element Al, Element Cs, Element F, Element Rb]",Cubic,Fm-3m,10,Cs2 Rb1 Al1 F6,6.0,1
mp-1112133,Cs2RbAlI6,-1.361633925681034,4,"[Element Al, Element Cs, Element I, Element Rb]",Cubic,Fm-3m,10,Cs2 Rb1 Al1 I6,6.0,1
mp-1112134,Cs2RbAsBr6,-1.5705858744310341,4,"[Element As, Element Br, Element Cs, Element Rb]",Cubic,Fm-3m,10,Cs2 Rb1 As1 Br6,6.0,1
mp-1112007,Cs2RbAsCl6,-1.833220260431034,4,"[Element As, Element Cl, Element Cs, Element Rb]",Cubic,Fm-3m,10,Cs2 Rb1 As1 Cl6,6.0,1
mp-1111968,Cs2RbAsF6,-2.779772439431034,4,"[Element As, Element Cs, Element F, Element Rb]",Cubic,Fm-3m,10,Cs2 Rb1 As1 F6,6.0,1
mp-1112131,Cs2RbAsI6,-1.188786892431035,4,"[Element As, Element Cs, Element I, Element Rb]",Cubic,Fm-3m,10,Cs2 Rb1 As1 I6,6.0,1
mp-1112524,Cs2RbAuBr6,-1.374250371681034,4,"[Element Au, Element Br, Element Cs, Element Rb]",Cubic,Fm-3m,10,Cs2 Rb1 Au1 Br6,6.0,1
mp-1112523,Cs2RbAuCl6,-1.593291858681035,4,"[Element Au, Element Cl, Element Cs, Element Rb]",Cubic,Fm-3m,10,Cs2 Rb1 Au1 Cl6,6.0,1
