formula,target,MagpieData minimum Number,MagpieData maximum Number,MagpieData range Number,MagpieData mean Number,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData minimum AtomicWeight,MagpieData maximum AtomicWeight,MagpieData range AtomicWeight,MagpieData mean AtomicWeight,MagpieData avg_dev AtomicWeight,MagpieData mode AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData maximum Column,MagpieData range Column,MagpieData mean Column,MagpieData avg_dev Column,MagpieData mode Column,MagpieData minimum Row,MagpieData maximum Row,MagpieData range Row,MagpieData mean Row,MagpieData avg_dev Row,MagpieData mode Row,MagpieData minimum CovalentRadius,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData maximum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData avg_dev Electronegativity,MagpieData mode Electronegativity,MagpieData minimum NsValence,MagpieData maximum NsValence,MagpieData range NsValence,MagpieData mean NsValence,MagpieData avg_dev NsValence,MagpieData mode NsValence,MagpieData minimum NpValence,MagpieData maximum NpValence,MagpieData range NpValence,MagpieData mean NpValence,MagpieData avg_dev NpValence,MagpieData mode NpValence,MagpieData minimum NdValence,MagpieData maximum NdValence,MagpieData range NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mode NdValence,MagpieData minimum NfValence,MagpieData maximum NfValence,MagpieData range NfValence,MagpieData mean NfValence,MagpieData avg_dev NfValence,MagpieData mode NfValence,MagpieData minimum NValence,MagpieData maximum NValence,MagpieData range NValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mode NValence,MagpieData minimum NsUnfilled,MagpieData maximum NsUnfilled,MagpieData range NsUnfilled,MagpieData mean NsUnfilled,MagpieData avg_dev NsUnfilled,MagpieData mode NsUnfilled,MagpieData minimum NpUnfilled,MagpieData maximum NpUnfilled,MagpieData range NpUnfilled,MagpieData mean NpUnfilled,MagpieData avg_dev NpUnfilled,MagpieData mode NpUnfilled,MagpieData minimum NdUnfilled,MagpieData maximum NdUnfilled,MagpieData range NdUnfilled,MagpieData mean NdUnfilled,MagpieData avg_dev NdUnfilled,MagpieData mode NdUnfilled,MagpieData minimum NfUnfilled,MagpieData maximum NfUnfilled,MagpieData range NfUnfilled,MagpieData mean NfUnfilled,MagpieData avg_dev NfUnfilled,MagpieData mode NfUnfilled,MagpieData minimum NUnfilled,MagpieData maximum NUnfilled,MagpieData range NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData minimum GSvolume_pa,MagpieData maximum GSvolume_pa,MagpieData range GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData minimum GSbandgap,MagpieData maximum GSbandgap,MagpieData range GSbandgap,MagpieData mean GSbandgap,MagpieData avg_dev GSbandgap,MagpieData mode GSbandgap,MagpieData minimum GSmagmom,MagpieData maximum GSmagmom,MagpieData range GSmagmom,MagpieData mean GSmagmom,MagpieData avg_dev GSmagmom,MagpieData mode GSmagmom,MagpieData minimum SpaceGroupNumber,MagpieData maximum SpaceGroupNumber,MagpieData range SpaceGroupNumber,MagpieData mean SpaceGroupNumber,MagpieData avg_dev SpaceGroupNumber,MagpieData mode SpaceGroupNumber
K2Li1Sc1F6,-3.62059888448067,3,21,18,11.6,4.84,9,1,93,92,57.6,42.48,93,6.941,44.955912,38.014912,24.40839312,9.985466528,18.9984032,53.5,1814.0,1760.5,326.175,327.21,53.5,1,17,16,10.8,7.44,17,2,4,2,2.6,0.84,2,57,203,146,104.6,57.12,57,0.82,3.98,3.16,2.786,1.4328,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,1,1,0.1,0.18,0,0,0,0,0.0,0.0,0,1,7,6,4.8,2.64,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,9,9,0.9,1.62,0,0,0,0,0.0,0.0,0,1,9,8,1.8,1.44,1,9.7075,73.1066666667,63.3991666667,24.32866666667,19.511200000012,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,6.35e-06,6.35e-06,6.35e-07,1.143e-06,0,15,229,214,97.1,98.52,15
K2Li1Y1F6,-3.607919012314,3,39,36,13.4,7.36,9,1,93,92,57.7,42.36,93,6.941,88.90585,81.96485,28.80338692,16.138457848,18.9984032,53.5,1799.0,1745.5,324.675,325.41,53.5,1,17,16,10.8,7.44,17,2,5,3,2.7,0.98,2,57,203,146,106.6,59.52,57,0.82,3.98,3.16,2.772,1.4496,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,1,1,0.1,0.18,0,0,0,0,0.0,0.0,0,1,7,6,4.8,2.64,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,9,9,0.9,1.62,0,0,0,0,0.0,0.0,0,1,9,8,1.8,1.44,1,9.7075,73.1066666667,63.3991666667,25.34166666667,20.510666666678,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,97.1,98.52,15
Cs2K1Y1F6,-3.60758350993354,9,55,46,22.2,16.48,9,3,93,90,58.3,41.64,93,18.9984032,132.9054519,113.9070487,50.7805473,40.47502238,18.9984032,53.5,1799.0,1745.5,305.971,304.7176,53.5,1,17,16,10.8,7.44,17,2,6,4,3.3,1.56,2,57,244,187,122.3,78.36,57,0.79,3.98,3.19,2.75,1.476,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,1,1,0.1,0.18,0,0,0,0,0.0,0.0,0,1,7,6,4.8,2.64,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,9,9,0.9,1.62,0,0,0,0,0.0,0.0,0,1,9,8,1.8,1.44,1,9.7075,115.765,106.0575,39.52466666667,37.212533333338,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,97.1,98.52,15
Rb2Li1Y1F6,-3.607043244214,3,39,36,17.0,12.4,9,1,93,92,57.9,42.12,93,6.941,88.90585,81.96485,38.07728692,29.121917848,18.9984032,53.5,1799.0,1745.5,319.861,322.5936,53.5,1,17,16,10.8,7.44,17,2,5,3,2.9,1.26,2,57,220,163,110.0,63.6,57,0.82,3.98,3.16,2.772,1.4496,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,1,1,0.1,0.18,0,0,0,0,0.0,0.0,0,1,7,6,4.8,2.64,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,9,9,0.9,1.62,0,0,0,0,0.0,0.0,0,1,9,8,1.8,1.44,1,9.7075,90.7225,81.015,28.86483333333,25.443100000002,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,97.1,98.52,15
Rb2Li1Sc1F6,-3.60193522838067,3,37,34,15.2,9.88,9,1,93,92,57.8,42.24,93,6.941,85.4678,78.5268,33.68229312,22.968926528,18.9984032,53.5,1814.0,1760.5,321.361,324.9936,53.5,1,17,16,10.8,7.44,17,2,5,3,2.8,1.12,2,57,220,163,108.0,61.2,57,0.82,3.98,3.16,2.786,1.4328,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,1,1,0.1,0.18,0,0,0,0,0.0,0.0,0,1,7,6,4.8,2.64,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,9,9,0.9,1.62,0,0,0,0,0.0,0.0,0,1,9,8,1.8,1.44,1,9.7075,90.7225,81.015,27.85183333333,25.148266666668,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,6.35e-06,6.35e-06,6.35e-07,1.143e-06,0,15,229,214,97.1,98.52,15
Cs2Na1Y1F6,-3.60198214713354,9,55,46,21.4,16.96,9,2,93,91,58.2,41.76,93,18.9984032,132.9054519,113.9070487,49.169694228,41.4415342232,18.9984032,53.5,1799.0,1745.5,309.405,310.212,53.5,1,17,16,10.8,7.44,17,2,6,4,3.2,1.48,2,57,244,187,118.6,73.92,57,0.79,3.98,3.19,2.761,1.4628,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,1,1,0.1,0.18,0,0,0,0,0.0,0.0,0,1,7,6,4.8,2.64,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,9,9,0.9,1.62,0,0,0,0,0.0,0.0,0,1,9,8,1.8,1.44,1,9.7075,115.765,106.0575,35.13833333333,32.250666666668,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,97.1,98.52,15
Rb2Na1Sc1F6,-3.596129312214,9,37,28,16.0,9.4,9,2,93,91,57.9,42.12,93,18.9984032,85.4678,66.4693968,35.287170048,22.0060003712,18.9984032,53.5,1814.0,1760.5,313.079,311.7424,53.5,1,17,16,10.8,7.44,17,2,5,3,2.9,1.08,2,57,220,163,111.8,65.76,57,0.82,3.98,3.16,2.781,1.4388,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,1,1,0.1,0.18,0,0,0,0,0.0,0.0,0,1,7,6,4.8,2.64,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,9,9,0.9,1.62,0,0,0,0,0.0,0.0,0,1,9,8,1.8,1.44,1,9.7075,90.7225,81.015,29.11683333333,24.667566666662,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,6.35e-06,6.35e-06,6.35e-07,1.143e-06,0,15,229,214,97.1,98.52,15
Rb2Na1Y1F6,-3.59497094804733,9,39,30,17.8,11.92,9,2,93,91,58.0,42.0,93,18.9984032,88.90585,69.9074468,39.682163848,28.1589916912,18.9984032,53.5,1799.0,1745.5,311.579,309.6948,53.5,1,17,16,10.8,7.44,17,2,5,3,3.0,1.2,2,57,220,163,113.8,68.16,57,0.82,3.98,3.16,2.767,1.4556,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,1,1,0.1,0.18,0,0,0,0,0.0,0.0,0,1,7,6,4.8,2.64,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,9,9,0.9,1.62,0,0,0,0,0.0,0.0,0,1,9,8,1.8,1.44,1,9.7075,90.7225,81.015,30.12983333333,24.684100000002,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,97.1,98.52,15
K2Na1Sc1F6,-3.591892427314,9,21,12,12.4,4.36,9,2,93,91,57.7,42.36,93,18.9984032,44.955912,25.9575088,26.013270048,9.0225403712,18.9984032,53.5,1814.0,1760.5,317.893,317.2716,53.5,1,17,16,10.8,7.44,17,2,4,2,2.7,0.84,2,57,203,146,108.4,61.68,57,0.82,3.98,3.16,2.781,1.4388,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,1,1,0.1,0.18,0,0,0,0,0.0,0.0,0,1,7,6,4.8,2.64,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,9,9,0.9,1.62,0,0,0,0,0.0,0.0,0,1,9,8,1.8,1.44,1,9.7075,73.1066666667,63.3991666667,25.59366666667,19.735133333338,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,6.35e-06,6.35e-06,6.35e-07,1.143e-06,0,15,229,214,97.1,98.52,15
Cs2Li1Y1F6,-3.58928459230021,3,55,52,20.6,17.44,9,1,93,92,58.1,41.88,93,6.941,132.9054519,125.9644519,47.5648173,42.40446038,18.9984032,53.5,1799.0,1745.5,317.687,323.4632,53.5,1,17,16,10.8,7.44,17,2,6,4,3.1,1.54,2,57,244,187,114.8,69.36,57,0.79,3.98,3.19,2.766,1.4568,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,1,1,0.1,0.18,0,0,0,0,0.0,0.0,0,1,7,6,4.8,2.64,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,9,9,0.9,1.62,0,0,0,0,0.0,0.0,0,1,9,8,1.8,1.44,1,9.7075,115.765,106.0575,33.87333333333,32.756666666668,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,97.1,98.52,15
Cs2Na1Sc1F6,-3.58499273630021,9,55,46,19.6,14.44,9,2,93,91,58.1,41.88,93,18.9984032,132.9054519,113.9070487,44.774700428,35.2885429032,18.9984032,53.5,1814.0,1760.5,310.905,312.612,53.5,1,17,16,10.8,7.44,17,2,6,4,3.1,1.34,2,57,244,187,116.6,71.52,57,0.79,3.98,3.19,2.775,1.446,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,1,1,0.1,0.18,0,0,0,0,0.0,0.0,0,1,7,6,4.8,2.64,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,9,9,0.9,1.62,0,0,0,0,0.0,0.0,0,1,9,8,1.8,1.44,1,9.7075,115.765,106.0575,34.12533333333,32.655866666668,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,6.35e-06,6.35e-06,6.35e-07,1.143e-06,0,15,229,214,97.1,98.52,15
Cs2Rb1Y1F6,-3.58278219138354,9,55,46,24.0,18.0,9,4,93,89,58.4,41.52,93,18.9984032,132.9054519,113.9070487,55.4174973,43.70291292,18.9984032,53.5,1799.0,1745.5,303.564,300.8664,53.5,1,17,16,10.8,7.44,17,2,6,4,3.4,1.68,2,57,244,187,124.0,80.4,57,0.79,3.98,3.19,2.75,1.476,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,1,1,0.1,0.18,0,0,0,0,0.0,0.0,0,1,7,6,4.8,2.64,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,9,9,0.9,1.62,0,0,0,0,0.0,0.0,0,1,9,8,1.8,1.44,1,9.7075,115.765,106.0575,41.28625,39.67875,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,97.1,98.52,15
K2Na1Y1F6,-3.57796291814733,9,39,30,14.2,6.88,9,2,93,91,57.8,42.24,93,18.9984032,88.90585,69.9074468,30.408263848,15.1755316912,18.9984032,53.5,1799.0,1745.5,316.393,315.4716,53.5,1,17,16,10.8,7.44,17,2,5,3,2.8,0.96,2,57,203,146,110.4,64.08,57,0.82,3.98,3.16,2.767,1.4556,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,1,1,0.1,0.18,0,0,0,0,0.0,0.0,0,1,7,6,4.8,2.64,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,9,9,0.9,1.62,0,0,0,0,0.0,0.0,0,1,9,8,1.8,1.44,1,9.7075,73.1066666667,63.3991666667,26.60666666667,20.279000000004,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,97.1,98.52,15
K1Rb2Sc1F6,-3.578166215014,9,37,28,16.8,9.36,9,3,93,90,58.0,42.0,93,18.9984032,85.4678,66.4693968,36.89802312,21.479543904,18.9984032,53.5,1814.0,1760.5,309.645,307.374,53.5,1,17,16,10.8,7.44,17,2,5,3,3.0,1.2,2,57,220,163,115.5,70.2,57,0.82,3.98,3.16,2.77,1.452,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,1,1,0.1,0.18,0,0,0,0,0.0,0.0,0,1,7,6,4.8,2.64,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,9,9,0.9,1.62,0,0,0,0,0.0,0.0,0,1,9,8,1.8,1.44,1,9.7075,90.7225,81.015,33.50316666667,30.808433333338,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,6.35e-06,6.35e-06,6.35e-07,1.143e-06,0,15,229,214,97.1,98.52,15
Cs2Rb1Sc1F6,-3.57546996755021,9,55,46,22.2,16.08,9,4,93,89,58.3,41.64,93,18.9984032,132.9054519,113.9070487,51.0225035,39.64223866,18.9984032,53.5,1814.0,1760.5,305.064,303.2664,53.5,1,17,16,10.8,7.44,17,2,6,4,3.3,1.56,2,57,244,187,122.0,78.0,57,0.79,3.98,3.19,2.764,1.4592,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,1,1,0.1,0.18,0,0,0,0,0.0,0.0,0,1,7,6,4.8,2.64,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,9,9,0.9,1.62,0,0,0,0,0.0,0.0,0,1,9,8,1.8,1.44,1,9.7075,115.765,106.0575,40.27325,40.28655,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,6.35e-06,6.35e-06,6.35e-07,1.143e-06,0,15,229,214,97.1,98.52,15
Cs3Y1F6,-3.55352227042664,9,55,46,25.8,20.16,9,5,93,88,58.5,41.4,93,18.9984032,132.9054519,113.9070487,60.16126249,49.395431148,18.9984032,53.5,1799.0,1745.5,302.477,299.3046,53.5,1,17,16,10.8,7.44,17,2,6,4,3.5,1.8,2,57,244,187,126.4,83.28,57,0.79,3.98,3.19,2.747,1.4796,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,1,1,0.1,0.18,0,0,0,0,0.0,0.0,0,1,7,6,4.8,2.64,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,9,9,0.9,1.62,0,0,0,0,0.0,0.0,0,1,9,8,1.8,1.44,1,9.7075,115.765,106.0575,43.7905,43.1847,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,97.1,98.52,15
K3Sc1F6,-3.551643838114,9,21,12,13.2,5.04,9,3,93,90,57.8,42.24,93,18.9984032,44.955912,25.9575088,27.62412312,10.350863904,18.9984032,53.5,1814.0,1760.5,314.459,313.1508,53.5,1,17,16,10.8,7.44,17,2,4,2,2.8,0.96,2,57,203,146,112.1,66.12,57,0.82,3.98,3.16,2.77,1.452,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,1,1,0.1,0.18,0,0,0,0,0.0,0.0,0,1,7,6,4.8,2.64,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,9,9,0.9,1.62,0,0,0,0,0.0,0.0,0,1,9,8,1.8,1.44,1,9.7075,73.1066666667,63.3991666667,29.98000000001,25.876000000014,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,6.35e-06,6.35e-06,6.35e-07,1.143e-06,0,15,229,214,97.1,98.52,15
Cs2Na1Nd1F6,-3.55010747080021,9,60,51,23.5,19.9,9,2,93,91,58.9,40.92,93,18.9984032,144.242,125.2435968,54.703309228,49.1885952232,18.9984032,53.5,1294.0,1240.5,258.905,246.486,53.5,1,17,16,10.8,7.44,17,2,6,4,3.3,1.62,2,57,244,187,119.7,75.24,57,0.79,3.98,3.19,2.753,1.4724,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,0,0,0.0,0.0,0,0,4,4,0.4,0.72,0,1,7,6,5.1,2.46,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,0,0,0.0,0.0,0,0,10,10,1.0,1.8,0,1,10,9,1.9,1.62,1,9.7075,115.765,106.0575,35.38283333333,32.152866666668,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,97.1,98.52,15
Rb2Li1Nd1F6,-3.54864250888067,3,60,57,19.1,15.34,9,1,93,92,58.6,41.28,93,6.941,144.242,137.301,43.61090192,36.868978848,18.9984032,53.5,1294.0,1240.5,269.361,259.0332,53.5,1,17,16,10.8,7.44,17,2,6,4,3.0,1.4,2,57,220,163,111.1,64.92,57,0.82,3.98,3.16,2.764,1.4592,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,0,0,0.0,0.0,0,0,4,4,0.4,0.72,0,1,7,6,5.1,2.46,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,0,0,0.0,0.0,0,0,10,10,1.0,1.8,0,1,10,9,1.9,1.62,1,9.7075,90.7225,81.015,29.10933333333,25.785400000002,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,97.1,98.52,15
Cs3Sc1F6,-3.54634446059331,9,55,46,24.0,18.6,9,5,93,88,58.4,41.52,93,18.9984032,132.9054519,113.9070487,55.76626869,46.283509926,18.9984032,53.5,1814.0,1760.5,303.977,302.0046,53.5,1,17,16,10.8,7.44,17,2,6,4,3.4,1.68,2,57,244,187,124.4,80.88,57,0.79,3.98,3.19,2.761,1.4628,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,1,1,0.1,0.18,0,0,0,0,0.0,0.0,0,1,7,6,4.8,2.64,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,9,9,0.9,1.62,0,0,0,0,0.0,0.0,0,1,9,8,1.8,1.44,1,9.7075,115.765,106.0575,42.7775,43.7925,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,6.35e-06,6.35e-06,6.35e-07,1.143e-06,0,15,229,214,97.1,98.52,15
Cs2Li1Nd1F6,-3.54384364296687,3,60,57,22.7,20.38,9,1,93,92,58.8,41.04,93,6.941,144.242,137.301,53.0984323,50.15152138,18.9984032,53.5,1294.0,1240.5,267.187,256.4244,53.5,1,17,16,10.8,7.44,17,2,6,4,3.2,1.68,2,57,244,187,115.9,70.68,57,0.79,3.98,3.19,2.758,1.4664,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,0,0,0.0,0.0,0,0,4,4,0.4,0.72,0,1,7,6,5.1,2.46,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,0,0,0.0,0.0,0,0,10,10,1.0,1.8,0,1,10,9,1.9,1.62,1,9.7075,115.765,106.0575,34.11783333333,32.797300000002,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,97.1,98.52,15
Rb3Sc1F6,-3.543965314464,9,37,28,18.6,11.52,9,4,93,89,58.1,41.88,93,18.9984032,85.4678,66.4693968,41.53497312,27.043883904,18.9984032,53.5,1814.0,1760.5,307.238,304.4856,53.5,1,17,16,10.8,7.44,17,2,5,3,3.1,1.32,2,57,220,163,117.2,72.24,57,0.82,3.98,3.16,2.77,1.452,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,1,1,0.1,0.18,0,0,0,0,0.0,0.0,0,1,7,6,4.8,2.64,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,9,9,0.9,1.62,0,0,0,0,0.0,0.0,0,1,9,8,1.8,1.44,1,9.7075,90.7225,81.015,35.26475,33.27465,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,6.35e-06,6.35e-06,6.35e-07,1.143e-06,0,15,229,214,97.1,98.52,15
K3Y1F6,-3.54054162494733,9,39,30,15.0,7.2,9,3,93,90,57.9,42.12,93,18.9984032,88.90585,69.9074468,32.01911692,15.624856464,18.9984032,53.5,1799.0,1745.5,312.959,311.3508,53.5,1,17,16,10.8,7.44,17,2,5,3,2.9,1.08,2,57,203,146,114.1,68.52,57,0.82,3.98,3.16,2.756,1.4688,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,1,1,0.1,0.18,0,0,0,0,0.0,0.0,0,1,7,6,4.8,2.64,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,9,9,0.9,1.62,0,0,0,0,0.0,0.0,0,1,9,8,1.8,1.44,1,9.7075,73.1066666667,63.3991666667,30.99300000001,25.542600000012,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,97.1,98.52,15
Rb3Y1F6,-3.54145714529733,9,39,30,20.4,13.68,9,4,93,89,58.2,41.76,93,18.9984032,88.90585,69.9074468,45.92996692,32.317876464,18.9984032,53.5,1799.0,1745.5,305.738,302.6856,53.5,1,17,16,10.8,7.44,17,2,5,3,3.2,1.44,2,57,220,163,119.2,74.64,57,0.82,3.98,3.16,2.756,1.4688,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,1,1,0.1,0.18,0,0,0,0,0.0,0.0,0,1,7,6,4.8,2.64,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,9,9,0.9,1.62,0,0,0,0,0.0,0.0,0,1,9,8,1.8,1.44,1,9.7075,90.7225,81.015,36.27775,32.66685,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,97.1,98.52,15
K2Li1Nd1F6,-3.54022856298067,3,60,57,15.5,10.3,9,1,93,92,58.4,41.52,93,6.941,144.242,137.301,34.33700192,23.885518848,18.9984032,53.5,1294.0,1240.5,274.175,264.81,53.5,1,17,16,10.8,7.44,17,2,6,4,2.8,1.12,2,57,203,146,107.7,60.84,57,0.82,3.98,3.16,2.764,1.4592,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,0,0,0.0,0.0,0,0,4,4,0.4,0.72,0,1,7,6,5.1,2.46,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,0,0,0.0,0.0,0,0,10,10,1.0,1.8,0,1,10,9,1.9,1.62,1,9.7075,73.1066666667,63.3991666667,25.58616666667,20.852966666678,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,97.1,98.52,15
Cs2K1Pr1F6,-3.53795922810021,9,59,50,24.2,19.28,9,3,93,90,58.8,41.04,93,18.9984032,140.90765,121.9092468,55.9807273,47.75527438,18.9984032,53.5,1204.0,1150.5,246.471,231.5652,53.5,1,17,16,10.8,7.44,17,2,6,4,3.4,1.68,2,57,244,187,123.6,79.92,57,0.79,3.98,3.19,2.741,1.4868,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,0,0,0.0,0.0,0,0,3,3,0.3,0.54,0,1,7,6,5.0,2.4,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,0,0,0.0,0.0,0,0,11,11,1.1,1.98,0,1,11,10,2.0,1.8,1,9.7075,115.765,106.0575,39.85566666667,37.013933333338,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,97.1,98.52,15
Cs2Na1Ce1F6,-3.53779754030021,9,58,49,23.3,19.62,9,2,93,91,58.5,41.4,93,18.9984032,140.116,121.1175968,54.290709228,48.6109552232,18.9984032,53.5,1071.0,1017.5,236.605,219.726,53.5,1,17,16,10.8,7.44,17,2,6,4,3.3,1.62,2,57,244,187,120.0,75.6,57,0.79,3.98,3.19,2.751,1.4748,3.98,1,2,1,1.7,0.42,2,0,5,5,3.0,2.4,5,0,1,1,0.1,0.18,0,0,1,1,0.1,0.18,0,1,7,6,4.9,2.52,7,0,1,1,0.3,0.42,0,0,1,1,0.6,0.48,1,0,9,9,0.9,1.62,0,0,13,13,1.3,2.34,0,1,22,21,3.1,3.78,1,9.7075,115.765,106.0575,35.62583333333,32.378500000002,9.7075,0,1.97,1.97,1.182,0.9456,1.97,0,0.0,0.0,0.0,0.0,0,15,229,214,97.1,98.52,15
